year,geo,sex,age,value,geo_label,sex_label,age_label
2012,ES,T,Y55-74,17.3,Spain,Total,From 55 to 74 years
2012,EU27,F,Y15-24,24.4,European Union - 27 countries (from 2020),Females,From 15 to 24 years
2012,EU27,M,Y15-24,24.5,European Union - 27 countries (from 2020),Males,From 15 to 24 years
2012,EU27,T,Y15-24,24.4,European Union - 27 countries (from 2020),Total,From 15 to 24 years
2012,EU27,F,Y15-29,19.3,European Union - 27 countries (from 2020),Females,From 15 to 29 years
2012,EU27,M,Y15-29,19.6,European Union - 27 countries (from 2020),Males,From 15 to 29 years
2012,EU27,T,Y15-29,19.5,European Union - 27 countries (from 2020),Total,From 15 to 29 years
2012,EU27,F,Y15-74,11.2,European Union - 27 countries (from 2020),Females,From 15 to 74 years
2012,EU27,M,Y15-74,11.0,European Union - 27 countries (from 2020),Males,From 15 to 74 years
2012,EU27,T,Y15-74,11.1,European Union - 27 countries (from 2020),Total,From 15 to 74 years
2012,EU27,F,Y20-64,10.9,European Union - 27 countries (from 2020),Females,From 20 to 64 years
2012,EU27,M,Y20-64,10.7,European Union - 27 countries (from 2020),Males,From 20 to 64 years
2012,EU27,T,Y20-64,10.8,European Union - 27 countries (from 2020),Total,From 20 to 64 years
2012,EU27,F,Y25-54,10.4,European Union - 27 countries (from 2020),Females,From 25 to 54 years
2012,EU27,M,Y25-54,9.9,European Union - 27 countries (from 2020),Males,From 25 to 54 years
2012,EU27,T,Y25-54,10.1,European Union - 27 countries (from 2020),Total,From 25 to 54 years
2012,EU27,F,Y25-74,9.9,European Union - 27 countries (from 2020),Females,From 25 to 74 years
2012,EU27,M,Y25-74,9.5,European Union - 27 countries (from 2020),Males,From 25 to 74 years
2012,EU27,T,Y25-74,9.7,European Union - 27 countries (from 2020),Total,From 25 to 74 years
2012,EU27,F,Y55-74,6.9,European Union - 27 countries (from 2020),Females,From 55 to 74 years
2012,EU27,M,Y55-74,7.6,European Union - 27 countries (from 2020),Males,From 55 to 74 years
2012,EU27,T,Y55-74,7.3,European Union - 27 countries (from 2020),Total,From 55 to 74 years
2012,FR,F,Y15-24,27.9,France,Females,From 15 to 24 years
2012,FR,M,Y15-24,24.1,France,Males,From 15 to 24 years
2012,FR,T,Y15-24,25.8,France,Total,From 15 to 24 years
2012,FR,F,Y15-29,17.8,France,Females,From 15 to 29 years
2012,FR,M,Y15-29,18.7,France,Males,From 15 to 29 years
2012,FR,T,Y15-29,18.3,France,Total,From 15 to 29 years
2012,FR,F,Y15-74,9.7,France,Females,From 15 to 74 years
2012,FR,M,Y15-74,9.8,France,Males,From 15 to 74 years
2012,FR,T,Y15-74,9.8,France,Total,From 15 to 74 years
2012,FR,F,Y20-64,9.2,France,Females,From 20 to 64 years
2012,FR,M,Y20-64,9.3,France,Males,From 20 to 64 years
2012,FR,T,Y20-64,9.3,France,Total,From 20 to 64 years
2012,FR,F,Y25-54,8.3,France,Females,From 25 to 54 years
2012,FR,M,Y25-54,8.5,France,Males,From 25 to 54 years
2012,FR,T,Y25-54,8.4,France,Total,From 25 to 54 years
2012,FR,F,Y25-74,7.9,France,Females,From 25 to 74 years
2012,FR,M,Y25-74,8.2,France,Males,From 25 to 74 years
2012,FR,T,Y25-74,8.1,France,Total,From 25 to 74 years
2012,FR,F,Y55-74,5.8,France,Females,From 55 to 74 years
2012,FR,M,Y55-74,6.4,France,Males,From 55 to 74 years
2012,FR,T,Y55-74,6.1,France,Total,From 55 to 74 years
2012,IT,F,Y15-24,37.6,Italy,Females,From 15 to 24 years
2012,IT,M,Y15-24,33.8,Italy,Males,From 15 to 24 years
2012,IT,T,Y15-24,35.3,Italy,Total,From 15 to 24 years
2012,IT,F,Y15-29,27.2,Italy,Females,From 15 to 29 years
2012,IT,M,Y15-29,24.8,Italy,Males,From 15 to 29 years
2012,IT,T,Y15-29,25.8,Italy,Total,From 15 to 29 years
2012,IT,F,Y15-74,12.0,Italy,Females,From 15 to 74 years
2012,IT,M,Y15-74,10.1,Italy,Males,From 15 to 74 years
2012,IT,T,Y15-74,10.9,Italy,Total,From 15 to 74 years
2012,IT,F,Y20-64,11.6,Italy,Females,From 20 to 64 years
2012,IT,M,Y20-64,9.8,Italy,Males,From 20 to 64 years
2012,IT,T,Y20-64,10.6,Italy,Total,From 20 to 64 years
2012,IT,F,Y25-54,11.1,Italy,Females,From 25 to 54 years
2012,IT,M,Y25-54,8.8,Italy,Males,From 25 to 54 years
2012,IT,T,Y25-54,9.8,Italy,Total,From 25 to 54 years
2012,IT,F,Y25-74,10.2,Italy,Females,From 25 to 74 years
2012,IT,M,Y25-74,8.3,Italy,Males,From 25 to 74 years
2012,IT,T,Y25-74,9.1,Italy,Total,From 25 to 74 years
2012,IT,F,Y55-74,4.2,Italy,Females,From 55 to 74 years
2012,IT,M,Y55-74,5.5,Italy,Males,From 55 to 74 years
2012,IT,T,Y55-74,5.0,Italy,Total,From 55 to 74 years
2012,NL,F,Y15-24,12.0,Netherlands,Females,From 15 to 24 years
2012,NL,M,Y15-24,13.9,Netherlands,Males,From 15 to 24 years
2012,NL,T,Y15-24,12.9,Netherlands,Total,From 15 to 24 years
2012,NL,F,Y15-29,11.0,Netherlands,Females,From 15 to 29 years
2012,NL,M,Y15-29,10.8,Netherlands,Males,From 15 to 29 years
2012,NL,T,Y15-29,10.9,Netherlands,Total,From 15 to 29 years
2012,NL,F,Y15-74,7.4,Netherlands,Females,From 15 to 74 years
2012,NL,M,Y15-74,6.4,Netherlands,Males,From 15 to 74 years
2012,NL,T,Y15-74,6.8,Netherlands,Total,From 15 to 74 years
2012,NL,F,Y20-64,6.5,Netherlands,Females,From 20 to 64 years
2012,NL,M,Y20-64,5.6,Netherlands,Males,From 20 to 64 years
2012,NL,T,Y20-64,6.0,Netherlands,Total,From 20 to 64 years
2012,NL,F,Y25-54,6.2,Netherlands,Females,From 25 to 54 years
2012,NL,M,Y25-54,4.7,Netherlands,Males,From 25 to 54 years
2012,NL,T,Y25-54,5.4,Netherlands,Total,From 25 to 54 years
2012,NL,F,Y25-74,6.3,Netherlands,Females,From 25 to 74 years
2012,NL,M,Y25-74,5.0,Netherlands,Males,From 25 to 74 years
2012,NL,T,Y25-74,5.6,Netherlands,Total,From 25 to 74 years
2012,NL,F,Y55-74,6.7,Netherlands,Females,From 55 to 74 years
2012,NL,M,Y55-74,5.9,Netherlands,Males,From 55 to 74 years
2012,NL,T,Y55-74,6.2,Netherlands,Total,From 55 to 74 years
2012,PL,F,Y15-24,30.0,Poland,Females,From 15 to 24 years
2012,PL,M,Y15-24,24.5,Poland,Males,From 15 to 24 years
2012,PL,T,Y15-24,26.8,Poland,Total,From 15 to 24 years
2012,PL,F,Y15-29,21.2,Poland,Females,From 15 to 29 years
2012,PL,M,Y15-29,16.9,Poland,Males,From 15 to 29 years
2012,PL,T,Y15-29,18.8,Poland,Total,From 15 to 29 years
2012,PL,F,Y15-74,11.2,Poland,Females,From 15 to 74 years
2012,PL,M,Y15-74,9.7,Poland,Males,From 15 to 74 years
2012,PL,T,Y15-74,10.4,Poland,Total,From 15 to 74 years
2012,PL,F,Y20-64,11.0,Poland,Females,From 20 to 64 years
2012,PL,M,Y20-64,9.6,Poland,Males,From 20 to 64 years
2012,PL,T,Y20-64,10.2,Poland,Total,From 20 to 64 years
2012,PL,F,Y25-54,9.8,Poland,Females,From 25 to 54 years
2012,PL,M,Y25-54,8.2,Poland,Males,From 25 to 54 years
2012,PL,T,Y25-54,8.9,Poland,Total,From 25 to 54 years
2012,PL,F,Y25-74,9.4,Poland,Females,From 25 to 74 years
2012,PL,M,Y25-74,8.1,Poland,Males,From 25 to 74 years
2012,PL,T,Y25-74,8.7,Poland,Total,From 25 to 74 years
2012,PL,F,Y55-74,6.7,Poland,Females,From 55 to 74 years
2012,PL,M,Y55-74,8.0,Poland,Males,From 55 to 74 years
2012,PL,T,Y55-74,7.5,Poland,Total,From 55 to 74 years
2012,SE,F,Y15-24,21.7,Sweden,Females,From 15 to 24 years
2012,SE,M,Y15-24,24.1,Sweden,Males,From 15 to 24 years
2012,SE,T,Y15-24,22.9,Sweden,Total,From 15 to 24 years
2012,SE,F,Y15-29,16.8,Sweden,Females,From 15 to 29 years
2012,SE,M,Y15-29,18.3,Sweden,Males,From 15 to 29 years
2012,SE,T,Y15-29,17.6,Sweden,Total,From 15 to 29 years
2012,SE,F,Y15-74,7.9,Sweden,Females,From 15 to 74 years
2012,SE,M,Y15-74,8.3,Sweden,Males,From 15 to 74 years
2012,SE,T,Y15-74,8.1,Sweden,Total,From 15 to 74 years
2012,SE,F,Y20-64,6.8,Sweden,Females,From 20 to 64 years
2012,SE,M,Y20-64,7.6,Sweden,Males,From 20 to 64 years
2012,SE,T,Y20-64,7.2,Sweden,Total,From 20 to 64 years
2012,SE,F,Y25-54,6.0,Sweden,Females,From 25 to 54 years
2012,SE,M,Y25-54,6.3,Sweden,Males,From 25 to 54 years
2012,SE,T,Y25-54,6.2,Sweden,Total,From 25 to 54 years
2012,SE,F,Y25-74,5.7,Sweden,Females,From 25 to 74 years
2012,SE,M,Y25-74,6.0,Sweden,Males,From 25 to 74 years
2012,SE,T,Y25-74,5.9,Sweden,Total,From 25 to 74 years
2012,SE,F,Y55-74,4.6,Sweden,Females,From 55 to 74 years
2012,SE,M,Y55-74,5.1,Sweden,Males,From 55 to 74 years
2012,SE,T,Y55-74,4.9,Sweden,Total,From 55 to 74 years
2013,DE,F,Y15-24,7.6,Germany,Females,From 15 to 24 years
2013,DE,M,Y15-24,9.0,Germany,Males,From 15 to 24 years
2013,DE,T,Y15-24,8.3,Germany,Total,From 15 to 24 years
2013,DE,F,Y15-29,7.0,Germany,Females,From 15 to 29 years
2013,DE,M,Y15-29,8.4,Germany,Males,From 15 to 29 years
2013,DE,T,Y15-29,7.8,Germany,Total,From 15 to 29 years
2013,DE,F,Y15-74,4.6,Germany,Females,From 15 to 74 years
2013,DE,M,Y15-74,5.2,Germany,Males,From 15 to 74 years
2013,DE,T,Y15-74,4.9,Germany,Total,From 15 to 74 years
2013,DE,F,Y20-64,4.6,Germany,Females,From 20 to 64 years
2013,DE,M,Y20-64,5.2,Germany,Males,From 20 to 64 years
2013,DE,T,Y20-64,4.9,Germany,Total,From 20 to 64 years
2013,DE,F,Y25-54,4.2,Germany,Females,From 25 to 54 years
2013,DE,M,Y25-54,4.7,Germany,Males,From 25 to 54 years
2013,DE,T,Y25-54,4.5,Germany,Total,From 25 to 54 years
2013,DE,F,Y25-74,4.3,Germany,Females,From 25 to 74 years
2013,DE,M,Y25-74,4.8,Germany,Males,From 25 to 74 years
2013,DE,T,Y25-74,4.5,Germany,Total,From 25 to 74 years
2013,DE,F,Y55-74,4.5,Germany,Females,From 55 to 74 years
2013,DE,M,Y55-74,5.1,Germany,Males,From 55 to 74 years
2013,DE,T,Y55-74,4.8,Germany,Total,From 55 to 74 years
2013,EA20,F,Y15-24,25.1,Euro area – 20 countries (2023-2025),Females,From 15 to 24 years
2013,EA20,M,Y15-24,25.3,Euro area – 20 countries (2023-2025),Males,From 15 to 24 years
2013,EA20,T,Y15-24,25.2,Euro area – 20 countries (2023-2025),Total,From 15 to 24 years
2013,EA20,F,Y15-29,20.5,Euro area – 20 countries (2023-2025),Females,From 15 to 29 years
2013,EA20,M,Y15-29,21.2,Euro area – 20 countries (2023-2025),Males,From 15 to 29 years
2013,EA20,T,Y15-29,20.9,Euro area – 20 countries (2023-2025),Total,From 15 to 29 years
2013,EA20,F,Y15-74,12.3,Euro area – 20 countries (2023-2025),Females,From 15 to 74 years
2013,EA20,M,Y15-74,12.1,Euro area – 20 countries (2023-2025),Males,From 15 to 74 years
2013,EA20,T,Y15-74,12.2,Euro area – 20 countries (2023-2025),Total,From 15 to 74 years
2013,EA20,F,Y20-64,12.0,Euro area – 20 countries (2023-2025),Females,From 20 to 64 years
2013,EA20,M,Y20-64,11.9,Euro area – 20 countries (2023-2025),Males,From 20 to 64 years
2013,EA20,T,Y20-64,11.9,Euro area – 20 countries (2023-2025),Total,From 20 to 64 years
2013,EA20,F,Y25-54,11.6,Euro area – 20 countries (2023-2025),Females,From 25 to 54 years
2013,EA20,M,Y25-54,11.2,Euro area – 20 countries (2023-2025),Males,From 25 to 54 years
2013,EA20,T,Y25-54,11.4,Euro area – 20 countries (2023-2025),Total,From 25 to 54 years
2013,EA20,F,Y25-74,10.9,Euro area – 20 countries (2023-2025),Females,From 25 to 74 years
2013,EA20,M,Y25-74,10.7,Euro area – 20 countries (2023-2025),Males,From 25 to 74 years
2013,EA20,T,Y25-74,10.8,Euro area – 20 countries (2023-2025),Total,From 25 to 74 years
2013,EA20,F,Y55-74,7.4,Euro area – 20 countries (2023-2025),Females,From 55 to 74 years
2013,EA20,M,Y55-74,8.5,Euro area – 20 countries (2023-2025),Males,From 55 to 74 years
2013,EA20,T,Y55-74,8.0,Euro area – 20 countries (2023-2025),Total,From 55 to 74 years
2013,EL,F,Y15-24,64.6,Greece,Females,From 15 to 24 years
2013,EL,M,Y15-24,54.9,Greece,Males,From 15 to 24 years
2013,EL,T,Y15-24,59.2,Greece,Total,From 15 to 24 years
2013,EL,F,Y15-29,52.8,Greece,Females,From 15 to 29 years
2013,EL,M,Y15-29,45.9,Greece,Males,From 15 to 29 years
2013,EL,T,Y15-29,49.1,Greece,Total,From 15 to 29 years
2013,EL,F,Y15-74,31.7,Greece,Females,From 15 to 74 years
2013,EL,M,Y15-74,24.8,Greece,Males,From 15 to 74 years
2013,EL,T,Y15-74,27.8,Greece,Total,From 15 to 74 years
2013,EL,F,Y20-64,31.5,Greece,Females,From 20 to 64 years
2013,EL,M,Y20-64,24.6,Greece,Males,From 20 to 64 years
2013,EL,T,Y20-64,27.6,Greece,Total,From 20 to 64 years
2013,EL,F,Y25-54,31.2,Greece,Females,From 25 to 54 years
2013,EL,M,Y25-54,24.0,Greece,Males,From 25 to 54 years
2013,EL,T,Y25-54,27.2,Greece,Total,From 25 to 54 years
2013,EL,F,Y25-74,29.3,Greece,Females,From 25 to 74 years
2013,EL,M,Y25-74,22.7,Greece,Males,From 25 to 74 years
2013,EL,T,Y25-74,25.6,Greece,Total,From 25 to 74 years
2013,EL,F,Y55-74,15.4,Greece,Females,From 55 to 74 years
2013,EL,M,Y55-74,16.2,Greece,Males,From 55 to 74 years
2013,EL,T,Y55-74,15.9,Greece,Total,From 55 to 74 years
2013,ES,F,Y15-24,54.6,Spain,Females,From 15 to 24 years
2013,ES,M,Y15-24,56.2,Spain,Males,From 15 to 24 years
2013,ES,T,Y15-24,55.5,Spain,Total,From 15 to 24 years
2013,ES,F,Y15-29,41.1,Spain,Females,From 15 to 29 years
2013,ES,M,Y15-29,43.7,Spain,Males,From 15 to 29 years
2013,ES,T,Y15-29,42.4,Spain,Total,From 15 to 29 years
2013,ES,F,Y15-74,26.7,Spain,Females,From 15 to 74 years
2013,ES,M,Y15-74,25.6,Spain,Males,From 15 to 74 years
2013,ES,T,Y15-74,26.1,Spain,Total,From 15 to 74 years
2013,ES,F,Y20-64,26.2,Spain,Females,From 20 to 64 years
2013,ES,M,Y20-64,25.1,Spain,Males,From 20 to 64 years
2013,ES,T,Y20-64,25.6,Spain,Total,From 20 to 64 years
2013,ES,F,Y25-54,25.2,Spain,Females,From 25 to 54 years
2013,ES,M,Y25-54,23.8,Spain,Males,From 25 to 54 years
2013,ES,T,Y25-54,24.5,Spain,Total,From 25 to 54 years
2013,ES,F,Y25-74,24.4,Spain,Females,From 25 to 74 years
2013,ES,M,Y25-74,23.2,Spain,Males,From 25 to 74 years
2013,ES,T,Y25-74,23.8,Spain,Total,From 25 to 74 years
2013,ES,F,Y55-74,19.1,Spain,Females,From 55 to 74 years
2013,ES,M,Y55-74,19.7,Spain,Males,From 55 to 74 years
2013,ES,T,Y55-74,19.4,Spain,Total,From 55 to 74 years
2013,EU27,F,Y15-24,25.2,European Union - 27 countries (from 2020),Females,From 15 to 24 years
2013,EU27,M,Y15-24,25.2,European Union - 27 countries (from 2020),Males,From 15 to 24 years
2013,EU27,T,Y15-24,25.2,European Union - 27 countries (from 2020),Total,From 15 to 24 years
2013,EU27,F,Y15-29,20.1,European Union - 27 countries (from 2020),Females,From 15 to 29 years
2013,EU27,M,Y15-29,20.4,European Union - 27 countries (from 2020),Males,From 15 to 29 years
2013,EU27,T,Y15-29,20.2,European Union - 27 countries (from 2020),Total,From 15 to 29 years
2013,EU27,F,Y15-74,11.7,European Union - 27 countries (from 2020),Females,From 15 to 74 years
2013,EU27,M,Y15-74,11.5,European Union - 27 countries (from 2020),Males,From 15 to 74 years
2013,EU27,T,Y15-74,11.6,European Union - 27 countries (from 2020),Total,From 15 to 74 years
2013,EU27,F,Y20-64,11.5,European Union - 27 countries (from 2020),Females,From 20 to 64 years
2013,EU27,M,Y20-64,11.3,European Union - 27 countries (from 2020),Males,From 20 to 64 years
2013,EU27,T,Y20-64,11.4,European Union - 27 countries (from 2020),Total,From 20 to 64 years
2013,EU27,F,Y25-54,11.0,European Union - 27 countries (from 2020),Females,From 25 to 54 years
2013,EU27,M,Y25-54,10.5,European Union - 27 countries (from 2020),Males,From 25 to 54 years
2013,EU27,T,Y25-54,10.7,European Union - 27 countries (from 2020),Total,From 25 to 54 years
2013,EU27,F,Y25-74,10.4,European Union - 27 countries (from 2020),Females,From 25 to 74 years
2013,EU27,M,Y25-74,10.1,European Union - 27 countries (from 2020),Males,From 25 to 74 years
2013,EU27,T,Y25-74,10.2,European Union - 27 countries (from 2020),Total,From 25 to 74 years
2013,EU27,F,Y55-74,7.2,European Union - 27 countries (from 2020),Females,From 55 to 74 years
2013,EU27,M,Y55-74,8.2,European Union - 27 countries (from 2020),Males,From 55 to 74 years
2013,EU27,T,Y55-74,7.8,European Union - 27 countries (from 2020),Total,From 55 to 74 years
2013,FR,F,Y15-24,29.5,France,Females,From 15 to 24 years
2013,FR,M,Y15-24,23.8,France,Males,From 15 to 24 years
2013,FR,T,Y15-24,26.4,France,Total,From 15 to 24 years
2013,FR,F,Y15-29,19.0,France,Females,From 15 to 29 years
2013,FR,M,Y15-29,19.2,France,Males,From 15 to 29 years
2013,FR,T,Y15-29,19.1,France,Total,From 15 to 29 years
2013,FR,F,Y15-74,10.2,France,Females,From 15 to 74 years
2013,FR,M,Y15-74,10.4,France,Males,From 15 to 74 years
2013,FR,T,Y15-74,10.3,France,Total,From 15 to 74 years
2013,FR,F,Y20-64,9.6,France,Females,From 20 to 64 years
2013,FR,M,Y20-64,10.0,France,Males,From 20 to 64 years
2013,FR,T,Y20-64,9.8,France,Total,From 20 to 64 years
2013,FR,F,Y25-54,8.7,France,Females,From 25 to 54 years
2013,FR,M,Y25-54,9.2,France,Males,From 25 to 54 years
2013,FR,T,Y25-54,8.9,France,Total,From 25 to 54 years
2013,FR,F,Y25-74,8.3,France,Females,From 25 to 74 years
2013,FR,M,Y25-74,8.9,France,Males,From 25 to 74 years
2013,FR,T,Y25-74,8.6,France,Total,From 25 to 74 years
2013,FR,F,Y55-74,6.4,France,Females,From 55 to 74 years
2013,FR,M,Y55-74,7.5,France,Males,From 55 to 74 years
2013,FR,T,Y55-74,6.9,France,Total,From 55 to 74 years
2013,IT,F,Y15-24,41.4,Italy,Females,From 15 to 24 years
2013,IT,M,Y15-24,39.0,Italy,Males,From 15 to 24 years
2013,IT,T,Y15-24,40.0,Italy,Total,From 15 to 24 years
2013,IT,F,Y15-29,31.6,Italy,Females,From 15 to 29 years
2013,IT,M,Y15-29,29.0,Italy,Males,From 15 to 29 years
2013,IT,T,Y15-29,30.1,Italy,Total,From 15 to 29 years
2013,IT,F,Y15-74,13.2,Italy,Females,From 15 to 74 years
2013,IT,M,Y15-74,11.7,Italy,Males,From 15 to 74 years
2013,IT,T,Y15-74,12.4,Italy,Total,From 15 to 74 years
2013,IT,F,Y20-64,12.9,Italy,Females,From 20 to 64 years
2013,IT,M,Y20-64,11.5,Italy,Males,From 20 to 64 years
2013,IT,T,Y20-64,12.1,Italy,Total,From 20 to 64 years
2013,IT,F,Y25-54,12.5,Italy,Females,From 25 to 54 years
2013,IT,M,Y25-54,10.5,Italy,Males,From 25 to 54 years
2013,IT,T,Y25-54,11.4,Italy,Total,From 25 to 54 years
2013,IT,F,Y25-74,11.3,Italy,Females,From 25 to 74 years
2013,IT,M,Y25-74,9.8,Italy,Males,From 25 to 74 years
2013,IT,T,Y25-74,10.5,Italy,Total,From 25 to 74 years
2013,IT,F,Y55-74,4.1,Italy,Females,From 55 to 74 years
2013,IT,M,Y55-74,6.3,Italy,Males,From 55 to 74 years
2013,IT,T,Y55-74,5.4,Italy,Total,From 55 to 74 years
2013,NL,F,Y15-24,13.0,Netherlands,Females,From 15 to 24 years
2013,NL,M,Y15-24,15.4,Netherlands,Males,From 15 to 24 years
2013,NL,T,Y15-24,14.2,Netherlands,Total,From 15 to 24 years
2013,NL,F,Y15-29,12.0,Netherlands,Females,From 15 to 29 years
2013,NL,M,Y15-29,12.6,Netherlands,Males,From 15 to 29 years
2013,NL,T,Y15-29,12.3,Netherlands,Total,From 15 to 29 years
2013,NL,F,Y15-74,8.4,Netherlands,Females,From 15 to 74 years
2013,NL,M,Y15-74,8.1,Netherlands,Males,From 15 to 74 years
2013,NL,T,Y15-74,8.2,Netherlands,Total,From 15 to 74 years
2013,NL,F,Y20-64,7.6,Netherlands,Females,From 20 to 64 years
2013,NL,M,Y20-64,7.4,Netherlands,Males,From 20 to 64 years
2013,NL,T,Y20-64,7.5,Netherlands,Total,From 20 to 64 years
2013,NL,F,Y25-54,7.3,Netherlands,Females,From 25 to 54 years
2013,NL,M,Y25-54,6.4,Netherlands,Males,From 25 to 54 years
2013,NL,T,Y25-54,6.8,Netherlands,Total,From 25 to 54 years
2013,NL,F,Y25-74,7.3,Netherlands,Females,From 25 to 74 years
2013,NL,M,Y25-74,6.7,Netherlands,Males,From 25 to 74 years
2013,NL,T,Y25-74,7.0,Netherlands,Total,From 25 to 74 years
2013,NL,F,Y55-74,7.6,Netherlands,Females,From 55 to 74 years
2013,NL,M,Y55-74,7.6,Netherlands,Males,From 55 to 74 years
2013,NL,T,Y55-74,7.6,Netherlands,Total,From 55 to 74 years
2013,PL,F,Y15-24,30.2,Poland,Females,From 15 to 24 years
2013,PL,M,Y15-24,25.8,Poland,Males,From 15 to 24 years
2013,PL,T,Y15-24,27.6,Poland,Total,From 15 to 24 years
2013,PL,F,Y15-29,21.3,Poland,Females,From 15 to 29 years
2013,PL,M,Y15-29,17.8,Poland,Males,From 15 to 29 years
2013,PL,T,Y15-29,19.3,Poland,Total,From 15 to 29 years
2013,PL,F,Y15-74,11.4,Poland,Females,From 15 to 74 years
2013,PL,M,Y15-74,10.0,Poland,Males,From 15 to 74 years
2013,PL,T,Y15-74,10.6,Poland,Total,From 15 to 74 years
2013,PL,F,Y20-64,11.2,Poland,Females,From 20 to 64 years
2013,PL,M,Y20-64,9.9,Poland,Males,From 20 to 64 years
2013,PL,T,Y20-64,10.5,Poland,Total,From 20 to 64 years
2013,PL,F,Y25-54,10.2,Poland,Females,From 25 to 54 years
2013,PL,M,Y25-54,8.4,Poland,Males,From 25 to 54 years
2013,PL,T,Y25-54,9.2,Poland,Total,From 25 to 54 years
2013,PL,F,Y25-74,9.7,Poland,Females,From 25 to 74 years
2013,PL,M,Y25-74,8.4,Poland,Males,From 25 to 74 years
2013,PL,T,Y25-74,9.0,Poland,Total,From 25 to 74 years
2013,PL,F,Y55-74,7.0,Poland,Females,From 55 to 74 years
2013,PL,M,Y55-74,8.3,Poland,Males,From 55 to 74 years
2013,PL,T,Y55-74,7.7,Poland,Total,From 55 to 74 years
2013,SE,F,Y15-24,21.8,Sweden,Females,From 15 to 24 years
2013,SE,M,Y15-24,23.9,Sweden,Males,From 15 to 24 years
2013,SE,T,Y15-24,22.8,Sweden,Total,From 15 to 24 years
2013,SE,F,Y15-29,16.9,Sweden,Females,From 15 to 29 years
2013,SE,M,Y15-29,17.9,Sweden,Males,From 15 to 29 years
2013,SE,T,Y15-29,17.4,Sweden,Total,From 15 to 29 years
2013,SE,F,Y15-74,8.0,Sweden,Females,From 15 to 74 years
2013,SE,M,Y15-74,8.3,Sweden,Males,From 15 to 74 years
2013,SE,T,Y15-74,8.1,Sweden,Total,From 15 to 74 years
2013,SE,F,Y20-64,7.0,Sweden,Females,From 20 to 64 years
2013,SE,M,Y20-64,7.5,Sweden,Males,From 20 to 64 years
2013,SE,T,Y20-64,7.3,Sweden,Total,From 20 to 64 years
2013,SE,F,Y25-54,6.4,Sweden,Females,From 25 to 54 years
2013,SE,M,Y25-54,6.3,Sweden,Males,From 25 to 54 years
2013,SE,T,Y25-54,6.3,Sweden,Total,From 25 to 54 years
2013,SE,F,Y25-74,5.8,Sweden,Females,From 25 to 74 years
2013,SE,M,Y25-74,6.0,Sweden,Males,From 25 to 74 years
2013,SE,T,Y25-74,5.9,Sweden,Total,From 25 to 74 years
2013,SE,F,Y55-74,4.1,Sweden,Females,From 55 to 74 years
2013,SE,M,Y55-74,5.2,Sweden,Males,From 55 to 74 years
2013,SE,T,Y55-74,4.7,Sweden,Total,From 55 to 74 years
2014,DE,F,Y15-24,7.6,Germany,Females,From 15 to 24 years
2014,DE,M,Y15-24,8.8,Germany,Males,From 15 to 24 years
2014,DE,T,Y15-24,8.2,Germany,Total,From 15 to 24 years
2014,DE,F,Y15-29,6.6,Germany,Females,From 15 to 29 years
2014,DE,M,Y15-29,8.1,Germany,Males,From 15 to 29 years
2014,DE,T,Y15-29,7.4,Germany,Total,From 15 to 29 years
2014,DE,F,Y15-74,4.4,Germany,Females,From 15 to 74 years
2014,DE,M,Y15-74,5.0,Germany,Males,From 15 to 74 years
2014,DE,T,Y15-74,4.7,Germany,Total,From 15 to 74 years
2014,DE,F,Y20-64,4.3,Germany,Females,From 20 to 64 years
2014,DE,M,Y20-64,5.0,Germany,Males,From 20 to 64 years
2014,DE,T,Y20-64,4.7,Germany,Total,From 20 to 64 years
2014,DE,F,Y25-54,4.0,Germany,Females,From 25 to 54 years
2014,DE,M,Y25-54,4.6,Germany,Males,From 25 to 54 years
2014,DE,T,Y25-54,4.3,Germany,Total,From 25 to 54 years
2014,DE,F,Y25-74,4.0,Germany,Females,From 25 to 74 years
2014,DE,M,Y25-74,4.6,Germany,Males,From 25 to 74 years
2014,DE,T,Y25-74,4.3,Germany,Total,From 25 to 74 years
2014,DE,F,Y55-74,4.0,Germany,Females,From 55 to 74 years
2014,DE,M,Y55-74,4.6,Germany,Males,From 55 to 74 years
2014,DE,T,Y55-74,4.3,Germany,Total,From 55 to 74 years
2014,EA20,F,Y15-24,24.3,Euro area – 20 countries (2023-2025),Females,From 15 to 24 years
2014,EA20,M,Y15-24,24.6,Euro area – 20 countries (2023-2025),Males,From 15 to 24 years
2014,EA20,T,Y15-24,24.5,Euro area – 20 countries (2023-2025),Total,From 15 to 24 years
2014,EA20,F,Y15-29,19.7,Euro area – 20 countries (2023-2025),Females,From 15 to 29 years
2014,EA20,M,Y15-29,20.4,Euro area – 20 countries (2023-2025),Males,From 15 to 29 years
2014,EA20,T,Y15-29,20.1,Euro area – 20 countries (2023-2025),Total,From 15 to 29 years
2014,EA20,F,Y15-74,11.9,Euro area – 20 countries (2023-2025),Females,From 15 to 74 years
2014,EA20,M,Y15-74,11.6,Euro area – 20 countries (2023-2025),Males,From 15 to 74 years
2014,EA20,T,Y15-74,11.7,Euro area – 20 countries (2023-2025),Total,From 15 to 74 years
2014,EA20,F,Y20-64,11.7,Euro area – 20 countries (2023-2025),Females,From 20 to 64 years
2014,EA20,M,Y20-64,11.4,Euro area – 20 countries (2023-2025),Males,From 20 to 64 years
2014,EA20,T,Y20-64,11.5,Euro area – 20 countries (2023-2025),Total,From 20 to 64 years
