month,geo,sex,age,value,geo_label,sex_label,age_label
2003-01,DE,F,TOTAL,9.0,Germany,Females,Total (16 to 74 years)
2003-01,DE,M,TOTAL,9.7,Germany,Males,Total (16 to 74 years)
2003-01,DE,T,TOTAL,9.4,Germany,Total,Total (16 to 74 years)
2003-01,EL,F,TOTAL,15.0,Greece,Females,Total (16 to 74 years)
2003-01,EL,M,TOTAL,6.3,Greece,Males,Total (16 to 74 years)
2003-01,EL,T,TOTAL,9.8,Greece,Total,Total (16 to 74 years)
2003-01,ES,F,TOTAL,16.3,Spain,Females,Total (16 to 74 years)
2003-01,ES,M,TOTAL,8.6,Spain,Males,Total (16 to 74 years)
2003-01,ES,T,TOTAL,11.7,Spain,Total,Total (16 to 74 years)
2003-01,EU27,F,TOTAL,10.9,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2003-01,EU27,M,TOTAL,8.9,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2003-01,EU27,T,TOTAL,9.8,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2003-01,FR,F,TOTAL,9.0,France,Females,Total (16 to 74 years)
2003-01,FR,M,TOTAL,7.4,France,Males,Total (16 to 74 years)
2003-01,FR,T,TOTAL,8.1,France,Total,Total (16 to 74 years)
2003-01,IT,F,TOTAL,11.9,Italy,Females,Total (16 to 74 years)
2003-01,IT,M,TOTAL,6.7,Italy,Males,Total (16 to 74 years)
2003-01,IT,T,TOTAL,8.8,Italy,Total,Total (16 to 74 years)
2003-01,NL,F,TOTAL,6.3,Netherlands,Females,Total (16 to 74 years)
2003-01,NL,M,TOTAL,4.4,Netherlands,Males,Total (16 to 74 years)
2003-01,NL,T,TOTAL,5.3,Netherlands,Total,Total (16 to 74 years)
2003-01,PL,F,TOTAL,20.6,Poland,Females,Total (16 to 74 years)
2003-01,PL,M,TOTAL,19.3,Poland,Males,Total (16 to 74 years)
2003-01,PL,T,TOTAL,19.9,Poland,Total,Total (16 to 74 years)
2003-01,SE,F,TOTAL,6.3,Sweden,Females,Total (16 to 74 years)
2003-01,SE,M,TOTAL,6.6,Sweden,Males,Total (16 to 74 years)
2003-01,SE,T,TOTAL,6.5,Sweden,Total,Total (16 to 74 years)
2003-02,DE,F,TOTAL,9.1,Germany,Females,Total (16 to 74 years)
2003-02,DE,M,TOTAL,9.8,Germany,Males,Total (16 to 74 years)
2003-02,DE,T,TOTAL,9.5,Germany,Total,Total (16 to 74 years)
2003-02,EL,F,TOTAL,14.9,Greece,Females,Total (16 to 74 years)
2003-02,EL,M,TOTAL,6.3,Greece,Males,Total (16 to 74 years)
2003-02,EL,T,TOTAL,9.7,Greece,Total,Total (16 to 74 years)
2003-02,ES,F,TOTAL,16.4,Spain,Females,Total (16 to 74 years)
2003-02,ES,M,TOTAL,8.5,Spain,Males,Total (16 to 74 years)
2003-02,ES,T,TOTAL,11.7,Spain,Total,Total (16 to 74 years)
2003-02,EU27,F,TOTAL,10.9,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2003-02,EU27,M,TOTAL,8.9,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2003-02,EU27,T,TOTAL,9.8,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2003-02,FR,F,TOTAL,9.1,France,Females,Total (16 to 74 years)
2003-02,FR,M,TOTAL,7.5,France,Males,Total (16 to 74 years)
2003-02,FR,T,TOTAL,8.3,France,Total,Total (16 to 74 years)
2003-02,IT,F,TOTAL,11.9,Italy,Females,Total (16 to 74 years)
2003-02,IT,M,TOTAL,6.6,Italy,Males,Total (16 to 74 years)
2003-02,IT,T,TOTAL,8.7,Italy,Total,Total (16 to 74 years)
2003-02,NL,F,TOTAL,6.4,Netherlands,Females,Total (16 to 74 years)
2003-02,NL,M,TOTAL,4.6,Netherlands,Males,Total (16 to 74 years)
2003-02,NL,T,TOTAL,5.4,Netherlands,Total,Total (16 to 74 years)
2003-02,PL,F,TOTAL,20.5,Poland,Females,Total (16 to 74 years)
2003-02,PL,M,TOTAL,19.1,Poland,Males,Total (16 to 74 years)
2003-02,PL,T,TOTAL,19.8,Poland,Total,Total (16 to 74 years)
2003-02,SE,F,TOTAL,5.9,Sweden,Females,Total (16 to 74 years)
2003-02,SE,M,TOTAL,6.3,Sweden,Males,Total (16 to 74 years)
2003-02,SE,T,TOTAL,6.1,Sweden,Total,Total (16 to 74 years)
2003-03,DE,F,TOTAL,9.2,Germany,Females,Total (16 to 74 years)
2003-03,DE,M,TOTAL,9.9,Germany,Males,Total (16 to 74 years)
2003-03,DE,T,TOTAL,9.6,Germany,Total,Total (16 to 74 years)
2003-03,EL,F,TOTAL,14.9,Greece,Females,Total (16 to 74 years)
2003-03,EL,M,TOTAL,6.2,Greece,Males,Total (16 to 74 years)
2003-03,EL,T,TOTAL,9.7,Greece,Total,Total (16 to 74 years)
2003-03,ES,F,TOTAL,16.4,Spain,Females,Total (16 to 74 years)
2003-03,ES,M,TOTAL,8.4,Spain,Males,Total (16 to 74 years)
2003-03,ES,T,TOTAL,11.6,Spain,Total,Total (16 to 74 years)
2003-03,EU27,F,TOTAL,10.9,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2003-03,EU27,M,TOTAL,9.0,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2003-03,EU27,T,TOTAL,9.8,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2003-03,FR,F,TOTAL,9.3,France,Females,Total (16 to 74 years)
2003-03,FR,M,TOTAL,7.6,France,Males,Total (16 to 74 years)
2003-03,FR,T,TOTAL,8.4,France,Total,Total (16 to 74 years)
2003-03,IT,F,TOTAL,11.8,Italy,Females,Total (16 to 74 years)
2003-03,IT,M,TOTAL,6.6,Italy,Males,Total (16 to 74 years)
2003-03,IT,T,TOTAL,8.7,Italy,Total,Total (16 to 74 years)
2003-03,NL,F,TOTAL,6.5,Netherlands,Females,Total (16 to 74 years)
2003-03,NL,M,TOTAL,4.8,Netherlands,Males,Total (16 to 74 years)
2003-03,NL,T,TOTAL,5.6,Netherlands,Total,Total (16 to 74 years)
2003-03,PL,F,TOTAL,20.4,Poland,Females,Total (16 to 74 years)
2003-03,PL,M,TOTAL,19.0,Poland,Males,Total (16 to 74 years)
2003-03,PL,T,TOTAL,19.6,Poland,Total,Total (16 to 74 years)
2003-03,SE,F,TOTAL,6.2,Sweden,Females,Total (16 to 74 years)
2003-03,SE,M,TOTAL,6.7,Sweden,Males,Total (16 to 74 years)
2003-03,SE,T,TOTAL,6.5,Sweden,Total,Total (16 to 74 years)
2003-04,DE,F,TOTAL,9.3,Germany,Females,Total (16 to 74 years)
2003-04,DE,M,TOTAL,10.0,Germany,Males,Total (16 to 74 years)
2003-04,DE,T,TOTAL,9.7,Germany,Total,Total (16 to 74 years)
2003-04,EL,F,TOTAL,14.9,Greece,Females,Total (16 to 74 years)
2003-04,EL,M,TOTAL,6.3,Greece,Males,Total (16 to 74 years)
2003-04,EL,T,TOTAL,9.7,Greece,Total,Total (16 to 74 years)
2003-04,ES,F,TOTAL,15.9,Spain,Females,Total (16 to 74 years)
2003-04,ES,M,TOTAL,8.4,Spain,Males,Total (16 to 74 years)
2003-04,ES,T,TOTAL,11.4,Spain,Total,Total (16 to 74 years)
2003-04,EU27,F,TOTAL,10.9,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2003-04,EU27,M,TOTAL,9.0,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2003-04,EU27,T,TOTAL,9.8,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2003-04,FR,F,TOTAL,9.5,France,Females,Total (16 to 74 years)
2003-04,FR,M,TOTAL,7.7,France,Males,Total (16 to 74 years)
2003-04,FR,T,TOTAL,8.5,France,Total,Total (16 to 74 years)
2003-04,IT,F,TOTAL,11.2,Italy,Females,Total (16 to 74 years)
2003-04,IT,M,TOTAL,6.6,Italy,Males,Total (16 to 74 years)
2003-04,IT,T,TOTAL,8.4,Italy,Total,Total (16 to 74 years)
2003-04,NL,F,TOTAL,6.7,Netherlands,Females,Total (16 to 74 years)
2003-04,NL,M,TOTAL,5.0,Netherlands,Males,Total (16 to 74 years)
2003-04,NL,T,TOTAL,5.7,Netherlands,Total,Total (16 to 74 years)
2003-04,PL,F,TOTAL,20.2,Poland,Females,Total (16 to 74 years)
2003-04,PL,M,TOTAL,18.9,Poland,Males,Total (16 to 74 years)
2003-04,PL,T,TOTAL,19.5,Poland,Total,Total (16 to 74 years)
2003-04,SE,F,TOTAL,6.1,Sweden,Females,Total (16 to 74 years)
2003-04,SE,M,TOTAL,6.8,Sweden,Males,Total (16 to 74 years)
2003-04,SE,T,TOTAL,6.5,Sweden,Total,Total (16 to 74 years)
2003-05,DE,F,TOTAL,9.3,Germany,Females,Total (16 to 74 years)
2003-05,DE,M,TOTAL,10.1,Germany,Males,Total (16 to 74 years)
2003-05,DE,T,TOTAL,9.7,Germany,Total,Total (16 to 74 years)
2003-05,EL,F,TOTAL,14.8,Greece,Females,Total (16 to 74 years)
2003-05,EL,M,TOTAL,6.3,Greece,Males,Total (16 to 74 years)
2003-05,EL,T,TOTAL,9.7,Greece,Total,Total (16 to 74 years)
2003-05,ES,F,TOTAL,15.7,Spain,Females,Total (16 to 74 years)
2003-05,ES,M,TOTAL,8.3,Spain,Males,Total (16 to 74 years)
2003-05,ES,T,TOTAL,11.3,Spain,Total,Total (16 to 74 years)
2003-05,EU27,F,TOTAL,10.9,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2003-05,EU27,M,TOTAL,9.0,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2003-05,EU27,T,TOTAL,9.8,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2003-05,FR,F,TOTAL,9.4,France,Females,Total (16 to 74 years)
2003-05,FR,M,TOTAL,7.7,France,Males,Total (16 to 74 years)
2003-05,FR,T,TOTAL,8.5,France,Total,Total (16 to 74 years)
2003-05,IT,F,TOTAL,11.4,Italy,Females,Total (16 to 74 years)
2003-05,IT,M,TOTAL,6.6,Italy,Males,Total (16 to 74 years)
2003-05,IT,T,TOTAL,8.5,Italy,Total,Total (16 to 74 years)
2003-05,NL,F,TOTAL,6.8,Netherlands,Females,Total (16 to 74 years)
2003-05,NL,M,TOTAL,5.1,Netherlands,Males,Total (16 to 74 years)
2003-05,NL,T,TOTAL,5.8,Netherlands,Total,Total (16 to 74 years)
2003-05,PL,F,TOTAL,20.3,Poland,Females,Total (16 to 74 years)
2003-05,PL,M,TOTAL,18.8,Poland,Males,Total (16 to 74 years)
2003-05,PL,T,TOTAL,19.5,Poland,Total,Total (16 to 74 years)
2003-05,SE,F,TOTAL,6.1,Sweden,Females,Total (16 to 74 years)
2003-05,SE,M,TOTAL,6.7,Sweden,Males,Total (16 to 74 years)
2003-05,SE,T,TOTAL,6.4,Sweden,Total,Total (16 to 74 years)
2003-06,DE,F,TOTAL,9.4,Germany,Females,Total (16 to 74 years)
2003-06,DE,M,TOTAL,10.1,Germany,Males,Total (16 to 74 years)
2003-06,DE,T,TOTAL,9.8,Germany,Total,Total (16 to 74 years)
2003-06,EL,F,TOTAL,14.9,Greece,Females,Total (16 to 74 years)
2003-06,EL,M,TOTAL,6.3,Greece,Males,Total (16 to 74 years)
2003-06,EL,T,TOTAL,9.7,Greece,Total,Total (16 to 74 years)
2003-06,ES,F,TOTAL,15.9,Spain,Females,Total (16 to 74 years)
2003-06,ES,M,TOTAL,8.5,Spain,Males,Total (16 to 74 years)
2003-06,ES,T,TOTAL,11.5,Spain,Total,Total (16 to 74 years)
2003-06,EU27,F,TOTAL,10.9,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2003-06,EU27,M,TOTAL,9.1,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2003-06,EU27,T,TOTAL,9.9,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2003-06,FR,F,TOTAL,9.4,France,Females,Total (16 to 74 years)
2003-06,FR,M,TOTAL,7.8,France,Males,Total (16 to 74 years)
2003-06,FR,T,TOTAL,8.5,France,Total,Total (16 to 74 years)
2003-06,IT,F,TOTAL,11.4,Italy,Females,Total (16 to 74 years)
2003-06,IT,M,TOTAL,6.6,Italy,Males,Total (16 to 74 years)
2003-06,IT,T,TOTAL,8.5,Italy,Total,Total (16 to 74 years)
2003-06,NL,F,TOTAL,6.9,Netherlands,Females,Total (16 to 74 years)
2003-06,NL,M,TOTAL,5.1,Netherlands,Males,Total (16 to 74 years)
2003-06,NL,T,TOTAL,5.9,Netherlands,Total,Total (16 to 74 years)
2003-06,PL,F,TOTAL,20.5,Poland,Females,Total (16 to 74 years)
2003-06,PL,M,TOTAL,19.0,Poland,Males,Total (16 to 74 years)
2003-06,PL,T,TOTAL,19.7,Poland,Total,Total (16 to 74 years)
2003-06,SE,F,TOTAL,6.1,Sweden,Females,Total (16 to 74 years)
2003-06,SE,M,TOTAL,7.0,Sweden,Males,Total (16 to 74 years)
2003-06,SE,T,TOTAL,6.5,Sweden,Total,Total (16 to 74 years)
2003-07,DE,F,TOTAL,9.4,Germany,Females,Total (16 to 74 years)
2003-07,DE,M,TOTAL,10.1,Germany,Males,Total (16 to 74 years)
2003-07,DE,T,TOTAL,9.8,Germany,Total,Total (16 to 74 years)
2003-07,EL,F,TOTAL,15.1,Greece,Females,Total (16 to 74 years)
2003-07,EL,M,TOTAL,6.1,Greece,Males,Total (16 to 74 years)
2003-07,EL,T,TOTAL,9.7,Greece,Total,Total (16 to 74 years)
2003-07,ES,F,TOTAL,15.9,Spain,Females,Total (16 to 74 years)
2003-07,ES,M,TOTAL,8.6,Spain,Males,Total (16 to 74 years)
2003-07,ES,T,TOTAL,11.6,Spain,Total,Total (16 to 74 years)
2003-07,EU27,F,TOTAL,10.9,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2003-07,EU27,M,TOTAL,9.0,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2003-07,EU27,T,TOTAL,9.9,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2003-07,FR,F,TOTAL,9.2,France,Females,Total (16 to 74 years)
2003-07,FR,M,TOTAL,7.8,France,Males,Total (16 to 74 years)
2003-07,FR,T,TOTAL,8.5,France,Total,Total (16 to 74 years)
2003-07,IT,F,TOTAL,11.3,Italy,Females,Total (16 to 74 years)
2003-07,IT,M,TOTAL,6.4,Italy,Males,Total (16 to 74 years)
2003-07,IT,T,TOTAL,8.4,Italy,Total,Total (16 to 74 years)
2003-07,NL,F,TOTAL,6.9,Netherlands,Females,Total (16 to 74 years)
2003-07,NL,M,TOTAL,5.3,Netherlands,Males,Total (16 to 74 years)
2003-07,NL,T,TOTAL,6.0,Netherlands,Total,Total (16 to 74 years)
2003-07,PL,F,TOTAL,20.8,Poland,Females,Total (16 to 74 years)
2003-07,PL,M,TOTAL,19.2,Poland,Males,Total (16 to 74 years)
2003-07,PL,T,TOTAL,19.9,Poland,Total,Total (16 to 74 years)
2003-07,SE,F,TOTAL,6.2,Sweden,Females,Total (16 to 74 years)
2003-07,SE,M,TOTAL,6.9,Sweden,Males,Total (16 to 74 years)
2003-07,SE,T,TOTAL,6.6,Sweden,Total,Total (16 to 74 years)
2003-08,DE,F,TOTAL,9.4,Germany,Females,Total (16 to 74 years)
2003-08,DE,M,TOTAL,10.0,Germany,Males,Total (16 to 74 years)
2003-08,DE,T,TOTAL,9.8,Germany,Total,Total (16 to 74 years)
2003-08,EL,F,TOTAL,15.0,Greece,Females,Total (16 to 74 years)
2003-08,EL,M,TOTAL,6.1,Greece,Males,Total (16 to 74 years)
2003-08,EL,T,TOTAL,9.7,Greece,Total,Total (16 to 74 years)
2003-08,ES,F,TOTAL,15.8,Spain,Females,Total (16 to 74 years)
2003-08,ES,M,TOTAL,8.6,Spain,Males,Total (16 to 74 years)
2003-08,ES,T,TOTAL,11.5,Spain,Total,Total (16 to 74 years)
2003-08,EU27,F,TOTAL,10.9,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2003-08,EU27,M,TOTAL,9.1,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2003-08,EU27,T,TOTAL,9.9,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2003-08,FR,F,TOTAL,8.9,France,Females,Total (16 to 74 years)
2003-08,FR,M,TOTAL,7.7,France,Males,Total (16 to 74 years)
2003-08,FR,T,TOTAL,8.3,France,Total,Total (16 to 74 years)
2003-08,IT,F,TOTAL,11.3,Italy,Females,Total (16 to 74 years)
2003-08,IT,M,TOTAL,6.3,Italy,Males,Total (16 to 74 years)
2003-08,IT,T,TOTAL,8.4,Italy,Total,Total (16 to 74 years)
2003-08,NL,F,TOTAL,6.9,Netherlands,Females,Total (16 to 74 years)
2003-08,NL,M,TOTAL,5.4,Netherlands,Males,Total (16 to 74 years)
2003-08,NL,T,TOTAL,6.1,Netherlands,Total,Total (16 to 74 years)
2003-08,PL,F,TOTAL,20.9,Poland,Females,Total (16 to 74 years)
2003-08,PL,M,TOTAL,19.2,Poland,Males,Total (16 to 74 years)
2003-08,PL,T,TOTAL,20.0,Poland,Total,Total (16 to 74 years)
2003-08,SE,F,TOTAL,6.5,Sweden,Females,Total (16 to 74 years)
2003-08,SE,M,TOTAL,7.5,Sweden,Males,Total (16 to 74 years)
2003-08,SE,T,TOTAL,7.0,Sweden,Total,Total (16 to 74 years)
2003-09,DE,F,TOTAL,9.5,Germany,Females,Total (16 to 74 years)
2003-09,DE,M,TOTAL,10.0,Germany,Males,Total (16 to 74 years)
2003-09,DE,T,TOTAL,9.8,Germany,Total,Total (16 to 74 years)
2003-09,EL,F,TOTAL,15.1,Greece,Females,Total (16 to 74 years)
2003-09,EL,M,TOTAL,6.1,Greece,Males,Total (16 to 74 years)
2003-09,EL,T,TOTAL,9.7,Greece,Total,Total (16 to 74 years)
2003-09,ES,F,TOTAL,15.7,Spain,Females,Total (16 to 74 years)
2003-09,ES,M,TOTAL,8.6,Spain,Males,Total (16 to 74 years)
2003-09,ES,T,TOTAL,11.5,Spain,Total,Total (16 to 74 years)
2003-09,EU27,F,TOTAL,10.9,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2003-09,EU27,M,TOTAL,9.1,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2003-09,EU27,T,TOTAL,9.9,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2003-09,FR,F,TOTAL,9.1,France,Females,Total (16 to 74 years)
2003-09,FR,M,TOTAL,8.0,France,Males,Total (16 to 74 years)
2003-09,FR,T,TOTAL,8.5,France,Total,Total (16 to 74 years)
2003-09,IT,F,TOTAL,11.3,Italy,Females,Total (16 to 74 years)
2003-09,IT,M,TOTAL,6.3,Italy,Males,Total (16 to 74 years)
2003-09,IT,T,TOTAL,8.4,Italy,Total,Total (16 to 74 years)
2003-09,NL,F,TOTAL,7.0,Netherlands,Females,Total (16 to 74 years)
2003-09,NL,M,TOTAL,5.5,Netherlands,Males,Total (16 to 74 years)
2003-09,NL,T,TOTAL,6.2,Netherlands,Total,Total (16 to 74 years)
2003-09,PL,F,TOTAL,20.8,Poland,Females,Total (16 to 74 years)
2003-09,PL,M,TOTAL,19.2,Poland,Males,Total (16 to 74 years)
2003-09,PL,T,TOTAL,19.9,Poland,Total,Total (16 to 74 years)
2003-09,SE,F,TOTAL,6.5,Sweden,Females,Total (16 to 74 years)
2003-09,SE,M,TOTAL,6.8,Sweden,Males,Total (16 to 74 years)
2003-09,SE,T,TOTAL,6.7,Sweden,Total,Total (16 to 74 years)
2003-10,DE,F,TOTAL,9.5,Germany,Females,Total (16 to 74 years)
2003-10,DE,M,TOTAL,10.0,Germany,Males,Total (16 to 74 years)
2003-10,DE,T,TOTAL,9.8,Germany,Total,Total (16 to 74 years)
2003-10,EL,F,TOTAL,15.3,Greece,Females,Total (16 to 74 years)
2003-10,EL,M,TOTAL,6.2,Greece,Males,Total (16 to 74 years)
2003-10,EL,T,TOTAL,9.9,Greece,Total,Total (16 to 74 years)
2003-10,ES,F,TOTAL,15.5,Spain,Females,Total (16 to 74 years)
2003-10,ES,M,TOTAL,8.5,Spain,Males,Total (16 to 74 years)
2003-10,ES,T,TOTAL,11.4,Spain,Total,Total (16 to 74 years)
2003-10,EU27,F,TOTAL,10.9,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2003-10,EU27,M,TOTAL,9.1,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2003-10,EU27,T,TOTAL,9.9,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2003-10,FR,F,TOTAL,9.4,France,Females,Total (16 to 74 years)
2003-10,FR,M,TOTAL,8.1,France,Males,Total (16 to 74 years)
2003-10,FR,T,TOTAL,8.7,France,Total,Total (16 to 74 years)
2003-10,IT,F,TOTAL,10.9,Italy,Females,Total (16 to 74 years)
2003-10,IT,M,TOTAL,6.4,Italy,Males,Total (16 to 74 years)
2003-10,IT,T,TOTAL,8.2,Italy,Total,Total (16 to 74 years)
2003-10,NL,F,TOTAL,7.0,Netherlands,Females,Total (16 to 74 years)
2003-10,NL,M,TOTAL,5.6,Netherlands,Males,Total (16 to 74 years)
2003-10,NL,T,TOTAL,6.2,Netherlands,Total,Total (16 to 74 years)
2003-10,PL,F,TOTAL,20.6,Poland,Females,Total (16 to 74 years)
2003-10,PL,M,TOTAL,19.1,Poland,Males,Total (16 to 74 years)
2003-10,PL,T,TOTAL,19.8,Poland,Total,Total (16 to 74 years)
2003-10,SE,F,TOTAL,6.9,Sweden,Females,Total (16 to 74 years)
2003-10,SE,M,TOTAL,7.2,Sweden,Males,Total (16 to 74 years)
2003-10,SE,T,TOTAL,7.0,Sweden,Total,Total (16 to 74 years)
2003-11,DE,F,TOTAL,9.5,Germany,Females,Total (16 to 74 years)
2003-11,DE,M,TOTAL,9.9,Germany,Males,Total (16 to 74 years)
2003-11,DE,T,TOTAL,9.8,Germany,Total,Total (16 to 74 years)
2003-11,EL,F,TOTAL,15.3,Greece,Females,Total (16 to 74 years)
2003-11,EL,M,TOTAL,6.2,Greece,Males,Total (16 to 74 years)
2003-11,EL,T,TOTAL,9.9,Greece,Total,Total (16 to 74 years)
2003-11,ES,F,TOTAL,15.4,Spain,Females,Total (16 to 74 years)
2003-11,ES,M,TOTAL,8.5,Spain,Males,Total (16 to 74 years)
2003-11,ES,T,TOTAL,11.3,Spain,Total,Total (16 to 74 years)
2003-11,EU27,F,TOTAL,10.9,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2003-11,EU27,M,TOTAL,9.1,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2003-11,EU27,T,TOTAL,9.9,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2003-11,FR,F,TOTAL,9.5,France,Females,Total (16 to 74 years)
2003-11,FR,M,TOTAL,8.1,France,Males,Total (16 to 74 years)
2003-11,FR,T,TOTAL,8.8,France,Total,Total (16 to 74 years)
2003-11,IT,F,TOTAL,10.9,Italy,Females,Total (16 to 74 years)
2003-11,IT,M,TOTAL,6.3,Italy,Males,Total (16 to 74 years)
2003-11,IT,T,TOTAL,8.2,Italy,Total,Total (16 to 74 years)
2003-11,NL,F,TOTAL,7.1,Netherlands,Females,Total (16 to 74 years)
2003-11,NL,M,TOTAL,5.7,Netherlands,Males,Total (16 to 74 years)
2003-11,NL,T,TOTAL,6.4,Netherlands,Total,Total (16 to 74 years)
2003-11,PL,F,TOTAL,20.5,Poland,Females,Total (16 to 74 years)
2003-11,PL,M,TOTAL,19.1,Poland,Males,Total (16 to 74 years)
2003-11,PL,T,TOTAL,19.7,Poland,Total,Total (16 to 74 years)
2003-11,SE,F,TOTAL,6.8,Sweden,Females,Total (16 to 74 years)
2003-11,SE,M,TOTAL,8.0,Sweden,Males,Total (16 to 74 years)
2003-11,SE,T,TOTAL,7.4,Sweden,Total,Total (16 to 74 years)
2003-12,DE,F,TOTAL,9.6,Germany,Females,Total (16 to 74 years)
2003-12,DE,M,TOTAL,9.9,Germany,Males,Total (16 to 74 years)
2003-12,DE,T,TOTAL,9.8,Germany,Total,Total (16 to 74 years)
2003-12,EL,F,TOTAL,15.4,Greece,Females,Total (16 to 74 years)
2003-12,EL,M,TOTAL,6.2,Greece,Males,Total (16 to 74 years)
2003-12,EL,T,TOTAL,9.9,Greece,Total,Total (16 to 74 years)
2003-12,ES,F,TOTAL,15.3,Spain,Females,Total (16 to 74 years)
2003-12,ES,M,TOTAL,8.7,Spain,Males,Total (16 to 74 years)
2003-12,ES,T,TOTAL,11.4,Spain,Total,Total (16 to 74 years)
2003-12,EU27,F,TOTAL,11.0,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2003-12,EU27,M,TOTAL,9.2,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2003-12,EU27,T,TOTAL,10.0,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2003-12,FR,F,TOTAL,9.9,France,Females,Total (16 to 74 years)
2003-12,FR,M,TOTAL,8.2,France,Males,Total (16 to 74 years)
2003-12,FR,T,TOTAL,9.0,France,Total,Total (16 to 74 years)
2003-12,IT,F,TOTAL,10.9,Italy,Females,Total (16 to 74 years)
2003-12,IT,M,TOTAL,6.3,Italy,Males,Total (16 to 74 years)
2003-12,IT,T,TOTAL,8.2,Italy,Total,Total (16 to 74 years)
2003-12,NL,F,TOTAL,7.2,Netherlands,Females,Total (16 to 74 years)
2003-12,NL,M,TOTAL,5.9,Netherlands,Males,Total (16 to 74 years)
2003-12,NL,T,TOTAL,6.5,Netherlands,Total,Total (16 to 74 years)
2003-12,PL,F,TOTAL,20.7,Poland,Females,Total (16 to 74 years)
2003-12,PL,M,TOTAL,19.1,Poland,Males,Total (16 to 74 years)
2003-12,PL,T,TOTAL,19.8,Poland,Total,Total (16 to 74 years)
2003-12,SE,F,TOTAL,6.8,Sweden,Females,Total (16 to 74 years)
2003-12,SE,M,TOTAL,7.6,Sweden,Males,Total (16 to 74 years)
2003-12,SE,T,TOTAL,7.2,Sweden,Total,Total (16 to 74 years)
2004-01,DE,F,TOTAL,9.6,Germany,Females,Total (16 to 74 years)
2004-01,DE,M,TOTAL,9.9,Germany,Males,Total (16 to 74 years)
2004-01,DE,T,TOTAL,9.8,Germany,Total,Total (16 to 74 years)
2004-01,EL,F,TOTAL,16.6,Greece,Females,Total (16 to 74 years)
2004-01,EL,M,TOTAL,7.4,Greece,Males,Total (16 to 74 years)
2004-01,EL,T,TOTAL,11.1,Greece,Total,Total (16 to 74 years)
2004-01,ES,F,TOTAL,15.3,Spain,Females,Total (16 to 74 years)
2004-01,ES,M,TOTAL,8.6,Spain,Males,Total (16 to 74 years)
2004-01,ES,T,TOTAL,11.3,Spain,Total,Total (16 to 74 years)
2004-01,EU27,F,TOTAL,11.2,European Union - 27 countries (from 2020),Females,Total (16 to 74 years)
2004-01,EU27,M,TOTAL,9.2,European Union - 27 countries (from 2020),Males,Total (16 to 74 years)
2004-01,EU27,T,TOTAL,10.1,European Union - 27 countries (from 2020),Total,Total (16 to 74 years)
2004-01,FR,F,TOTAL,9.9,France,Females,Total (16 to 74 years)
2004-01,FR,M,TOTAL,8.1,France,Males,Total (16 to 74 years)
2004-01,FR,T,TOTAL,8.9,France,Total,Total (16 to 74 years)
2004-01,IT,F,TOTAL,11.1,Italy,Females,Total (16 to 74 years)
2004-01,IT,M,TOTAL,6.3,Italy,Males,Total (16 to 74 years)
2004-01,IT,T,TOTAL,8.3,Italy,Total,Total (16 to 74 years)
2004-01,NL,F,TOTAL,7.2,Netherlands,Females,Total (16 to 74 years)
2004-01,NL,M,TOTAL,6.0,Netherlands,Males,Total (16 to 74 years)
2004-01,NL,T,TOTAL,6.5,Netherlands,Total,Total (16 to 74 years)
