state,state_name,county,metro,fmr_0br_median,fmr_0br_max,fmr_1br_median,fmr_1br_max,fmr_2br_median,fmr_2br_max,fmr_3br_median,fmr_3br_max,fmr_4br_median,fmr_4br_max,area_rows
IL,Illinois,Gallatin County,nonmetro,632,632,698,698,916,916,1098,1098,1308,1308,1
IL,Illinois,Greene County,nonmetro,684,684,756,756,992,992,1189,1189,1385,1385,1
IL,Illinois,Grundy County,metro,1032,1032,1118,1118,1459,1459,1979,1979,2203,2203,1
IL,Illinois,Hamilton County,nonmetro,632,632,727,727,916,916,1274,1274,1308,1308,1
IL,Illinois,Hancock County,nonmetro,632,632,791,791,916,916,1111,1111,1213,1213,1
IL,Illinois,Hardin County,nonmetro,632,632,698,698,916,916,1098,1098,1308,1308,1
IL,Illinois,Henderson County,nonmetro,632,632,698,698,916,916,1274,1274,1308,1308,1
IL,Illinois,Henry County,metro,817,817,928,928,1143,1143,1498,1498,1819,1819,1
IL,Illinois,Iroquois County,nonmetro,694,694,698,698,916,916,1136,1136,1492,1492,1
IL,Illinois,Jackson County,nonmetro,632,632,737,737,916,916,1208,1208,1213,1213,1
IL,Illinois,Jasper County,nonmetro,643,643,719,719,933,933,1119,1119,1333,1333,1
IL,Illinois,Jefferson County,nonmetro,777,777,782,782,1026,1026,1248,1248,1365,1365,1
IL,Illinois,Jersey County,metro,955,955,995,995,1218,1218,1568,1568,1812,1812,1
IL,Illinois,Jo Daviess County,nonmetro,658,658,796,796,954,954,1271,1271,1276,1276,1
IL,Illinois,Johnson County,nonmetro,632,632,735,735,916,916,1159,1159,1360,1360,1
IL,Illinois,Kane County,metro,1480,1480,1581,1581,1781,1781,2294,2294,2653,2653,1
IL,Illinois,Kankakee County,metro,914,914,1011,1011,1326,1326,1745,1745,1774,1774,1
IL,Illinois,Kendall County,metro,1413,1413,1562,1562,2050,2050,2819,2819,2918,2918,1
IL,Illinois,Knox County,nonmetro,694,694,698,698,916,916,1199,1199,1213,1213,1
IL,Illinois,La Salle County,nonmetro,772,772,822,822,1079,1079,1441,1441,1701,1701,1
IL,Illinois,Lake County,metro,1480,1480,1581,1581,1781,1781,2294,2294,2653,2653,1
IL,Illinois,Lawrence County,nonmetro,652,652,721,721,946,946,1136,1136,1253,1253,1
IL,Illinois,Lee County,nonmetro,632,632,810,810,916,916,1274,1274,1395,1395,1
IL,Illinois,Livingston County,nonmetro,702,702,776,776,1018,1018,1267,1267,1348,1348,1
IL,Illinois,Logan County,nonmetro,681,681,782,782,988,988,1221,1221,1308,1308,1
IL,Illinois,Macon County,metro,840,840,845,845,1063,1063,1378,1378,1706,1706,1
IL,Illinois,Macoupin County,metro,694,694,698,698,916,916,1145,1145,1423,1423,1
IL,Illinois,Madison County,metro,955,955,995,995,1218,1218,1568,1568,1812,1812,1
IL,Illinois,Marion County,nonmetro,662,662,769,769,916,916,1190,1190,1537,1537,1
IL,Illinois,Marshall County,metro,758,758,818,818,1039,1039,1346,1346,1449,1449,1
IL,Illinois,Mason County,nonmetro,632,632,698,698,916,916,1274,1274,1537,1537,1
IL,Illinois,Massac County,metro,784,784,789,789,969,969,1348,1348,1415,1415,1
IL,Illinois,McDonough County,nonmetro,656,656,728,728,951,951,1231,1231,1512,1512,1
IL,Illinois,McHenry County,metro,1480,1480,1581,1581,1781,1781,2294,2294,2653,2653,1
IL,Illinois,McLean County,metro,927,927,999,999,1302,1302,1717,1717,1724,1724,1
IL,Illinois,Menard County,metro,829,829,970,970,1203,1203,1611,1611,1682,1682,1
IL,Illinois,Mercer County,metro,817,817,928,928,1143,1143,1498,1498,1819,1819,1
IL,Illinois,Monroe County,metro,955,955,995,995,1218,1218,1568,1568,1812,1812,1
IL,Illinois,Montgomery County,nonmetro,694,694,714,714,937,937,1123,1123,1287,1287,1
IL,Illinois,Morgan County,nonmetro,632,632,698,698,916,916,1138,1138,1537,1537,1
IL,Illinois,Moultrie County,nonmetro,632,632,698,698,916,916,1274,1274,1537,1537,1
IL,Illinois,Ogle County,nonmetro,771,771,852,852,1118,1118,1365,1365,1602,1602,1
IL,Illinois,Peoria County,metro,758,758,818,818,1039,1039,1346,1346,1449,1449,1
IL,Illinois,Perry County,nonmetro,632,632,698,698,916,916,1148,1148,1537,1537,1
IL,Illinois,Piatt County,metro,941,941,946,946,1122,1122,1436,1436,1486,1486,1
IL,Illinois,Pike County,nonmetro,632,632,698,698,916,916,1114,1114,1368,1368,1
IL,Illinois,Pope County,nonmetro,749,749,828,828,1087,1087,1375,1375,1553,1553,1
IL,Illinois,Pulaski County,nonmetro,632,632,836,836,916,916,1274,1274,1537,1537,1
IL,Illinois,Putnam County,nonmetro,646,646,851,851,937,937,1212,1212,1553,1553,1
IL,Illinois,Randolph County,nonmetro,632,632,698,698,916,916,1145,1145,1450,1450,1
IL,Illinois,Richland County,nonmetro,632,632,729,729,916,916,1098,1098,1390,1390,1
IL,Illinois,Rock Island County,metro,817,817,928,928,1143,1143,1498,1498,1819,1819,1
IL,Illinois,Saline County,nonmetro,634,634,701,701,920,920,1207,1207,1264,1264,1
IL,Illinois,Sangamon County,metro,829,829,970,970,1203,1203,1611,1611,1682,1682,1
IL,Illinois,Schuyler County,nonmetro,632,632,836,836,916,916,1098,1098,1315,1315,1
IL,Illinois,Scott County,nonmetro,632,632,698,698,916,916,1098,1098,1213,1213,1
IL,Illinois,Shelby County,nonmetro,656,656,789,789,951,951,1140,1140,1435,1435,1
IL,Illinois,St. Clair County,metro,955,955,995,995,1218,1218,1568,1568,1812,1812,1
IL,Illinois,Stark County,metro,758,758,818,818,1039,1039,1346,1346,1449,1449,1
IL,Illinois,Stephenson County,nonmetro,694,694,698,698,916,916,1124,1124,1342,1342,1
IL,Illinois,Tazewell County,metro,758,758,818,818,1039,1039,1346,1346,1449,1449,1
IL,Illinois,Union County,nonmetro,640,640,698,698,916,916,1129,1129,1261,1261,1
IL,Illinois,Vermilion County,nonmetro,672,672,742,742,974,974,1179,1179,1306,1306,1
IL,Illinois,Wabash County,nonmetro,632,632,698,698,916,916,1274,1274,1308,1308,1
IL,Illinois,Warren County,nonmetro,632,632,698,698,916,916,1156,1156,1537,1537,1
IL,Illinois,Washington County,nonmetro,632,632,836,836,916,916,1242,1242,1268,1268,1
IL,Illinois,Wayne County,nonmetro,632,632,698,698,916,916,1098,1098,1537,1537,1
IL,Illinois,White County,nonmetro,632,632,698,698,916,916,1209,1209,1438,1438,1
IL,Illinois,Whiteside County,nonmetro,673,673,719,719,916,916,1208,1208,1213,1213,1
IL,Illinois,Will County,metro,1480,1480,1581,1581,1781,1781,2294,2294,2653,2653,1
IL,Illinois,Williamson County,nonmetro,753,753,790,790,1037,1037,1369,1369,1386,1386,1
IL,Illinois,Winnebago County,metro,810,810,895,895,1175,1175,1555,1555,1594,1594,1
IL,Illinois,Woodford County,metro,758,758,818,818,1039,1039,1346,1346,1449,1449,1
IN,Indiana,Adams County,nonmetro,695,695,872,872,956,956,1227,1227,1266,1266,1
IN,Indiana,Allen County,metro,892,892,916,916,1113,1113,1381,1381,1512,1512,1
IN,Indiana,Bartholomew County,metro,1233,1233,1257,1257,1415,1415,1697,1697,2000,2000,1
IN,Indiana,Benton County,metro,894,894,1032,1032,1242,1242,1489,1489,1992,1992,1
IN,Indiana,Blackford County,nonmetro,685,685,766,766,956,956,1268,1268,1555,1555,1
IN,Indiana,Boone County,metro,1118,1118,1267,1267,1473,1473,1907,1907,2338,2338,1
IN,Indiana,Brown County,metro,1118,1118,1267,1267,1473,1473,1907,1907,2338,2338,1
IN,Indiana,Carroll County,metro,709,709,742,742,973,973,1219,1219,1328,1328,1
IN,Indiana,Cass County,nonmetro,791,791,796,796,956,956,1278,1278,1282,1282,1
IN,Indiana,Clark County,metro,966,966,1047,1047,1272,1272,1625,1625,1891,1891,1
IN,Indiana,Clay County,metro,859,859,864,864,1094,1094,1312,1312,1535,1535,1
IN,Indiana,Clinton County,nonmetro,731,731,804,804,1007,1007,1328,1328,1343,1343,1
IN,Indiana,Crawford County,nonmetro,685,685,852,852,956,956,1330,1330,1508,1508,1
IN,Indiana,Daviess County,nonmetro,719,719,764,764,1003,1003,1243,1243,1328,1328,1
IN,Indiana,DeKalb County,nonmetro,688,688,732,732,960,960,1195,1195,1271,1271,1
IN,Indiana,Dearborn County,metro,958,958,1051,1051,1353,1353,1785,1785,1976,1976,1
IN,Indiana,Decatur County,nonmetro,768,768,816,816,1071,1071,1284,1284,1418,1418,1
IN,Indiana,Delaware County,metro,803,803,845,845,1043,1043,1349,1349,1685,1685,1
IN,Indiana,Dubois County,nonmetro,685,685,729,729,956,956,1328,1328,1604,1604,1
IN,Indiana,Elkhart County,metro,968,968,992,992,1183,1183,1553,1553,1581,1581,1
IN,Indiana,Fayette County,nonmetro,659,659,754,754,956,956,1184,1184,1266,1266,1
IN,Indiana,Floyd County,metro,966,966,1047,1047,1272,1272,1625,1625,1891,1891,1
IN,Indiana,Fountain County,nonmetro,685,685,729,729,956,956,1178,1178,1604,1604,1
IN,Indiana,Franklin County,metro,796,796,861,861,1117,1117,1473,1473,1479,1479,1
IN,Indiana,Fulton County,nonmetro,689,689,733,733,962,962,1153,1153,1274,1274,1
IN,Indiana,Gibson County,nonmetro,766,766,771,771,1001,1001,1262,1262,1361,1361,1
IN,Indiana,Grant County,nonmetro,698,698,767,767,956,956,1257,1257,1412,1412,1
IN,Indiana,Greene County,nonmetro,724,724,729,729,956,956,1206,1206,1330,1330,1
IN,Indiana,Hamilton County,metro,1118,1118,1267,1267,1473,1473,1907,1907,2338,2338,1
IN,Indiana,Hancock County,metro,1118,1118,1267,1267,1473,1473,1907,1907,2338,2338,1
IN,Indiana,Harrison County,metro,966,966,1047,1047,1272,1272,1625,1625,1891,1891,1
IN,Indiana,Hendricks County,metro,1118,1118,1267,1267,1473,1473,1907,1907,2338,2338,1
IN,Indiana,Henry County,nonmetro,771,771,775,775,956,956,1146,1146,1266,1266,1
IN,Indiana,Howard County,metro,884,884,890,890,1123,1123,1388,1388,1567,1567,1
IN,Indiana,Huntington County,nonmetro,685,685,731,731,956,956,1239,1239,1483,1483,1
IN,Indiana,Jackson County,nonmetro,802,802,807,807,1059,1059,1328,1328,1402,1402,1
IN,Indiana,Jasper County,metro,889,889,895,895,1174,1174,1535,1535,1554,1554,1
IN,Indiana,Jay County,nonmetro,685,685,729,729,956,956,1261,1261,1266,1266,1
IN,Indiana,Jefferson County,nonmetro,669,669,818,818,971,971,1201,1201,1524,1524,1
IN,Indiana,Jennings County,nonmetro,689,689,732,732,961,961,1337,1337,1567,1567,1
IN,Indiana,Johnson County,metro,1118,1118,1267,1267,1473,1473,1907,1907,2338,2338,1
IN,Indiana,Knox County,nonmetro,725,725,729,729,956,956,1212,1212,1266,1266,1
IN,Indiana,Kosciusko County,nonmetro,875,875,881,881,1142,1142,1385,1385,1560,1560,1
IN,Indiana,LaGrange County,nonmetro,740,740,745,745,977,977,1171,1171,1294,1294,1
IN,Indiana,LaPorte County,metro,874,874,953,953,1152,1152,1454,1454,1680,1680,1
IN,Indiana,Lake County,metro,959,959,1082,1082,1317,1317,1612,1612,1744,1744,1
IN,Indiana,Lawrence County,nonmetro,685,685,729,729,956,956,1146,1146,1447,1447,1
IN,Indiana,Madison County,metro,898,898,919,919,1206,1206,1594,1594,1597,1597,1
IN,Indiana,Marion County,metro,1118,1118,1267,1267,1473,1473,1907,1907,2338,2338,1
IN,Indiana,Marshall County,nonmetro,722,722,824,824,1008,1008,1225,1225,1335,1335,1
IN,Indiana,Martin County,nonmetro,685,685,729,729,956,956,1146,1146,1287,1287,1
IN,Indiana,Miami County,nonmetro,685,685,773,773,956,956,1146,1146,1358,1358,1
IN,Indiana,Monroe County,metro,966,966,1072,1072,1210,1210,1572,1572,1906,1906,1
IN,Indiana,Montgomery County,nonmetro,802,802,807,807,966,966,1281,1281,1399,1399,1
IN,Indiana,Morgan County,metro,1118,1118,1267,1267,1473,1473,1907,1907,2338,2338,1
IN,Indiana,Newton County,metro,959,959,1082,1082,1317,1317,1612,1612,1744,1744,1
IN,Indiana,Noble County,nonmetro,682,682,737,737,967,967,1159,1159,1622,1622,1
IN,Indiana,Ohio County,metro,958,958,1051,1051,1353,1353,1785,1785,1976,1976,1
IN,Indiana,Orange County,nonmetro,685,685,729,729,956,956,1330,1330,1564,1564,1
IN,Indiana,Owen County,metro,770,770,798,798,956,956,1155,1155,1509,1509,1
IN,Indiana,Parke County,nonmetro,691,691,735,735,964,964,1272,1272,1276,1276,1
IN,Indiana,Perry County,nonmetro,683,683,729,729,956,956,1200,1200,1604,1604,1
IN,Indiana,Pike County,nonmetro,685,685,729,729,956,956,1330,1330,1347,1347,1
IN,Indiana,Porter County,metro,959,959,1082,1082,1317,1317,1612,1612,1744,1744,1
IN,Indiana,Posey County,metro,853,853,860,860,1113,1113,1370,1370,1539,1539,1
IN,Indiana,Pulaski County,nonmetro,685,685,872,872,956,956,1330,1330,1604,1604,1
IN,Indiana,Putnam County,nonmetro,738,738,843,843,1030,1030,1390,1390,1634,1634,1
IN,Indiana,Randolph County,nonmetro,675,675,841,841,956,956,1261,1261,1266,1266,1
IN,Indiana,Ripley County,nonmetro,681,681,752,752,987,987,1302,1302,1307,1307,1
IN,Indiana,Rush County,nonmetro,685,685,762,762,956,956,1146,1146,1266,1266,1
IN,Indiana,Scott County,nonmetro,723,723,769,769,1009,1009,1348,1348,1353,1353,1
IN,Indiana,Shelby County,metro,1118,1118,1267,1267,1473,1473,1907,1907,2338,2338,1
IN,Indiana,Spencer County,nonmetro,659,659,729,729,956,956,1330,1330,1382,1382,1
IN,Indiana,St. Joseph County,metro,898,898,1105,1105,1292,1292,1567,1567,1711,1711,1
IN,Indiana,Starke County,nonmetro,685,685,729,729,956,956,1151,1151,1517,1517,1
IN,Indiana,Steuben County,nonmetro,784,784,790,790,1036,1036,1337,1337,1372,1372,1
IN,Indiana,Sullivan County,metro,758,758,783,783,1028,1028,1251,1251,1720,1720,1
IN,Indiana,Switzerland County,nonmetro,685,685,729,729,956,956,1280,1280,1287,1287,1
IN,Indiana,Tippecanoe County,metro,894,894,1032,1032,1242,1242,1489,1489,1992,1992,1
IN,Indiana,Tipton County,metro,840,840,845,845,1109,1109,1330,1330,1725,1725,1
IN,Indiana,Union County,nonmetro,685,685,729,729,956,956,1220,1220,1477,1477,1
IN,Indiana,Vanderburgh County,metro,853,853,860,860,1113,1113,1370,1370,1539,1539,1
IN,Indiana,Vermillion County,metro,859,859,864,864,1094,1094,1312,1312,1535,1535,1
IN,Indiana,Vigo County,metro,859,859,864,864,1094,1094,1312,1312,1535,1535,1
IN,Indiana,Wabash County,nonmetro,685,685,729,729,956,956,1146,1146,1266,1266,1
IN,Indiana,Warren County,metro,688,688,845,845,956,956,1330,1330,1376,1376,1
IN,Indiana,Warrick County,metro,853,853,860,860,1113,1113,1370,1370,1539,1539,1
IN,Indiana,Washington County,metro,749,749,753,753,988,988,1185,1185,1308,1308,1
IN,Indiana,Wayne County,nonmetro,724,724,729,729,956,956,1191,1191,1266,1266,1
IN,Indiana,Wells County,metro,750,750,755,755,991,991,1203,1203,1393,1393,1
IN,Indiana,White County,nonmetro,738,738,785,785,1030,1030,1235,1235,1364,1364,1
IN,Indiana,Whitley County,metro,892,892,916,916,1113,1113,1381,1381,1512,1512,1
KS,Kansas,Allen County,nonmetro,689,689,727,727,877,877,1216,1216,1276,1276,1
KS,Kansas,Anderson County,nonmetro,643,643,668,668,877,877,1146,1146,1471,1471,1
KS,Kansas,Atchison County,nonmetro,631,631,668,668,877,877,1220,1220,1471,1471,1
KS,Kansas,Barber County,nonmetro,643,643,730,730,877,877,1103,1103,1471,1471,1
KS,Kansas,Barton County,nonmetro,643,643,693,693,877,877,1220,1220,1296,1296,1
KS,Kansas,Bourbon County,nonmetro,645,645,713,713,936,936,1122,1122,1352,1352,1
KS,Kansas,Brown County,nonmetro,643,643,668,668,877,877,1143,1143,1162,1162,1
KS,Kansas,Butler County,metro,782,782,849,849,1099,1099,1444,1444,1784,1784,1
KS,Kansas,Chase County,nonmetro,643,643,712,712,877,877,1184,1184,1276,1276,1
KS,Kansas,Chautauqua County,nonmetro,643,643,668,668,877,877,1108,1108,1161,1161,1
KS,Kansas,Cherokee County,metro,664,664,668,668,877,877,1157,1157,1161,1161,1
KS,Kansas,Cheyenne County,nonmetro,643,643,682,682,877,877,1052,1052,1249,1249,1
KS,Kansas,Clark County,nonmetro,643,643,752,752,877,877,1075,1075,1276,1276,1
KS,Kansas,Clay County,nonmetro,696,696,724,724,950,950,1253,1253,1258,1258,1
KS,Kansas,Cloud County,nonmetro,643,643,676,676,877,877,1052,1052,1275,1275,1
KS,Kansas,Coffey County,nonmetro,644,644,670,670,879,879,1064,1064,1164,1164,1
KS,Kansas,Comanche County,nonmetro,643,643,668,668,877,877,1144,1144,1276,1276,1
KS,Kansas,Cowley County,nonmetro,643,643,668,668,877,877,1139,1139,1323,1323,1
KS,Kansas,Crawford County,nonmetro,682,682,687,687,901,901,1253,1253,1511,1511,1
KS,Kansas,Decatur County,nonmetro,643,643,668,668,877,877,1220,1220,1318,1318,1
KS,Kansas,Dickinson County,nonmetro,665,665,669,669,878,878,1153,1153,1162,1162,1
KS,Kansas,Doniphan County,metro,774,774,832,832,1077,1077,1363,1363,1566,1566,1
KS,Kansas,Douglas County,metro,895,895,1006,1006,1182,1182,1644,1644,1983,1983,1
KS,Kansas,Edwards County,nonmetro,643,643,668,668,877,877,1134,1134,1348,1348,1
KS,Kansas,Elk County,nonmetro,643,643,668,668,877,877,1132,1132,1276,1276,1
KS,Kansas,Ellis County,nonmetro,649,649,717,717,941,941,1288,1288,1579,1579,1
KS,Kansas,Ellsworth County,nonmetro,643,643,708,708,877,877,1052,1052,1285,1285,1
KS,Kansas,Finney County,nonmetro,788,788,793,793,1041,1041,1435,1435,1705,1705,1
KS,Kansas,Ford County,nonmetro,668,668,739,739,969,969,1256,1256,1384,1384,1
KS,Kansas,Franklin County,nonmetro,784,784,789,789,1020,1020,1223,1223,1360,1360,1
KS,Kansas,Geary County,metro,843,843,848,848,1048,1048,1458,1458,1758,1758,1
KS,Kansas,Gove County,nonmetro,643,643,800,800,877,877,1157,1157,1161,1161,1
KS,Kansas,Graham County,nonmetro,643,643,668,668,877,877,1115,1115,1276,1276,1
KS,Kansas,Grant County,nonmetro,643,643,668,668,877,877,1220,1220,1276,1276,1
KS,Kansas,Gray County,nonmetro,643,643,800,800,877,877,1090,1090,1161,1161,1
KS,Kansas,Greeley County,nonmetro,643,643,668,668,877,877,1052,1052,1276,1276,1
KS,Kansas,Greenwood County,nonmetro,643,643,668,668,877,877,1052,1052,1276,1276,1
KS,Kansas,Hamilton County,nonmetro,790,790,822,822,1079,1079,1294,1294,1570,1570,1
KS,Kansas,Harper County,nonmetro,643,643,740,740,877,877,1093,1093,1276,1276,1
KS,Kansas,Harvey County,metro,782,782,849,849,1099,1099,1444,1444,1784,1784,1
KS,Kansas,Haskell County,nonmetro,643,643,668,668,877,877,1089,1089,1276,1276,1
KS,Kansas,Hodgeman County,nonmetro,643,643,714,714,877,877,1220,1220,1450,1450,1
KS,Kansas,Jackson County,metro,792,792,820,820,1057,1057,1392,1392,1411,1411,1
KS,Kansas,Jefferson County,metro,792,792,820,820,1057,1057,1392,1392,1411,1411,1
KS,Kansas,Jewell County,nonmetro,643,643,712,712,877,877,1132,1132,1276,1276,1
KS,Kansas,Johnson County,metro,1095,1095,1197,1197,1358,1358,1769,1769,2103,2103,1
KS,Kansas,Kearny County,nonmetro,1045,1045,1087,1087,1426,1426,1710,1710,1888,1888,1
KS,Kansas,Kingman County,nonmetro,643,643,668,668,877,877,1220,1220,1470,1470,1
KS,Kansas,Kiowa County,nonmetro,643,643,668,668,877,877,1088,1088,1161,1161,1
KS,Kansas,Labette County,nonmetro,605,605,668,668,877,877,1052,1052,1209,1209,1
KS,Kansas,Lane County,nonmetro,725,725,754,754,989,989,1277,1277,1439,1439,1
KS,Kansas,Leavenworth County,metro,1095,1095,1197,1197,1358,1358,1769,1769,2103,2103,1
KS,Kansas,Lincoln County,nonmetro,643,643,668,668,877,877,1073,1073,1276,1276,1
KS,Kansas,Linn County,metro,1095,1095,1197,1197,1358,1358,1769,1769,2103,2103,1
KS,Kansas,Logan County,nonmetro,668,668,832,832,912,912,1093,1093,1208,1208,1
KS,Kansas,Lyon County,nonmetro,624,624,668,668,877,877,1142,1142,1381,1381,1
KS,Kansas,Marion County,nonmetro,643,643,688,688,877,877,1157,1157,1161,1161,1
KS,Kansas,Marshall County,nonmetro,643,643,668,668,877,877,1164,1164,1471,1471,1
KS,Kansas,McPherson County,nonmetro,674,674,701,701,920,920,1176,1176,1356,1356,1
KS,Kansas,Meade County,nonmetro,643,643,668,668,877,877,1078,1078,1276,1276,1
KS,Kansas,Miami County,metro,1095,1095,1197,1197,1358,1358,1769,1769,2103,2103,1
KS,Kansas,Mitchell County,nonmetro,643,643,668,668,877,877,1220,1220,1276,1276,1
KS,Kansas,Montgomery County,nonmetro,643,643,668,668,877,877,1101,1101,1417,1417,1
KS,Kansas,Morris County,nonmetro,643,643,679,679,877,877,1052,1052,1424,1424,1
KS,Kansas,Morton County,nonmetro,643,643,668,668,877,877,1052,1052,1276,1276,1
KS,Kansas,Nemaha County,nonmetro,643,643,722,722,877,877,1132,1132,1471,1471,1
KS,Kansas,Neosho County,nonmetro,687,687,691,691,877,877,1125,1125,1349,1349,1
KS,Kansas,Ness County,nonmetro,643,643,668,668,877,877,1163,1163,1168,1168,1
KS,Kansas,Norton County,nonmetro,643,643,678,678,877,877,1132,1132,1276,1276,1
KS,Kansas,Osage County,metro,792,792,820,820,1057,1057,1392,1392,1411,1411,1
KS,Kansas,Osborne County,nonmetro,643,643,668,668,877,877,1108,1108,1276,1276,1
KS,Kansas,Ottawa County,nonmetro,684,684,711,711,933,933,1143,1143,1357,1357,1
KS,Kansas,Pawnee County,nonmetro,643,643,668,668,877,877,1183,1183,1276,1276,1
KS,Kansas,Phillips County,nonmetro,643,643,695,695,877,877,1185,1185,1276,1276,1
KS,Kansas,Pottawatomie County,metro,870,870,875,875,1068,1068,1485,1485,1792,1792,1
KS,Kansas,Pratt County,nonmetro,643,643,766,766,877,877,1157,1157,1161,1161,1
KS,Kansas,Rawlins County,nonmetro,697,697,726,726,952,952,1141,1141,1385,1385,1
KS,Kansas,Reno County,nonmetro,660,660,729,729,957,957,1168,1168,1326,1326,1
KS,Kansas,Republic County,nonmetro,643,643,800,800,877,877,1200,1200,1276,1276,1
KS,Kansas,Rice County,nonmetro,643,643,668,668,877,877,1178,1178,1276,1276,1
KS,Kansas,Riley County,metro,870,870,875,875,1068,1068,1485,1485,1792,1792,1
KS,Kansas,Rooks County,nonmetro,643,643,668,668,877,877,1052,1052,1276,1276,1
KS,Kansas,Rush County,nonmetro,643,643,710,710,877,877,1220,1220,1302,1302,1
KS,Kansas,Russell County,nonmetro,643,643,765,765,877,877,1062,1062,1276,1276,1
KS,Kansas,Saline County,nonmetro,765,765,770,770,1009,1009,1222,1222,1336,1336,1
KS,Kansas,Scott County,nonmetro,643,643,668,668,877,877,1132,1132,1471,1471,1
KS,Kansas,Sedgwick County,metro,782,782,849,849,1099,1099,1444,1444,1784,1784,1
KS,Kansas,Seward County,nonmetro,733,733,771,771,1000,1000,1344,1344,1505,1505,1
KS,Kansas,Shawnee County,metro,792,792,820,820,1057,1057,1392,1392,1411,1411,1
KS,Kansas,Sheridan County,nonmetro,643,643,699,699,877,877,1052,1052,1276,1276,1
KS,Kansas,Sherman County,nonmetro,683,683,710,710,932,932,1117,1117,1356,1356,1
KS,Kansas,Smith County,nonmetro,643,643,762,762,877,877,1134,1134,1276,1276,1
KS,Kansas,Stafford County,nonmetro,643,643,682,682,877,877,1167,1167,1276,1276,1
KS,Kansas,Stanton County,nonmetro,643,643,668,668,877,877,1132,1132,1276,1276,1
KS,Kansas,Stevens County,nonmetro,662,662,688,688,903,903,1100,1100,1196,1196,1
KS,Kansas,Sumner County,metro,751,751,812,812,1065,1065,1277,1277,1410,1410,1
KS,Kansas,Thomas County,nonmetro,643,643,688,688,877,877,1116,1116,1276,1276,1
KS,Kansas,Trego County,nonmetro,643,643,782,782,877,877,1052,1052,1276,1276,1
KS,Kansas,Wabaunsee County,metro,792,792,820,820,1057,1057,1392,1392,1411,1411,1
KS,Kansas,Wallace County,nonmetro,643,643,758,758,877,877,1220,1220,1276,1276,1
KS,Kansas,Washington County,nonmetro,696,696,701,701,877,877,1157,1157,1161,1161,1
KS,Kansas,Wichita County,nonmetro,643,643,800,800,877,877,1220,1220,1276,1276,1
KS,Kansas,Wilson County,nonmetro,643,643,668,668,877,877,1103,1103,1419,1419,1
KS,Kansas,Woodson County,nonmetro,643,643,777,777,877,877,1194,1194,1276,1276,1
KS,Kansas,Wyandotte County,metro,1095,1095,1197,1197,1358,1358,1769,1769,2103,2103,1
KY,Kentucky,Adair County,nonmetro,619,619,683,683,866,866,1204,1204,1246,1246,1
KY,Kentucky,Allen County,metro,759,759,759,759,996,996,1224,1224,1520,1520,1
KY,Kentucky,Anderson County,nonmetro,745,745,951,951,1042,1042,1323,1323,1454,1454,1
KY,Kentucky,Ballard County,metro,800,800,817,817,1072,1072,1285,1285,1640,1640,1
KY,Kentucky,Barren County,nonmetro,657,657,662,662,868,868,1102,1102,1280,1280,1
KY,Kentucky,Bath County,nonmetro,619,619,668,668,866,866,1124,1124,1360,1360,1
KY,Kentucky,Bell County,nonmetro,597,597,790,790,866,866,1133,1133,1294,1294,1
KY,Kentucky,Boone County,metro,958,958,1051,1051,1353,1353,1785,1785,1976,1976,1
KY,Kentucky,Bourbon County,metro,883,883,1079,1079,1272,1272,1743,1743,1940,1940,1
KY,Kentucky,Boyd County,metro,848,848,853,853,973,973,1249,1249,1410,1410,1
KY,Kentucky,Boyle County,nonmetro,693,693,698,698,913,913,1200,1200,1351,1351,1
KY,Kentucky,Bracken County,metro,958,958,1051,1051,1353,1353,1785,1785,1976,1976,1
KY,Kentucky,Breathitt County,nonmetro,619,619,714,714,866,866,1204,1204,1259,1259,1
KY,Kentucky,Breckinridge County,nonmetro,686,686,690,690,866,866,1204,1204,1209,1209,1
KY,Kentucky,Bullitt County,metro,966,966,1047,1047,1272,1272,1625,1625,1891,1891,1
KY,Kentucky,Butler County,metro,660,660,660,660,866,866,1204,1204,1232,1232,1
KY,Kentucky,Caldwell County,nonmetro,619,619,714,714,866,866,1038,1038,1209,1209,1
KY,Kentucky,Calloway County,nonmetro,785,785,837,837,1098,1098,1317,1317,1454,1454,1
KY,Kentucky,Campbell County,metro,958,958,1051,1051,1353,1353,1785,1785,1976,1976,1
KY,Kentucky,Carlisle County,metro,683,683,717,717,915,915,1173,1173,1399,1399,1
KY,Kentucky,Carroll County,nonmetro,696,696,746,746,974,974,1168,1168,1290,1290,1
KY,Kentucky,Carter County,metro,698,698,703,703,866,866,1204,1204,1254,1254,1
KY,Kentucky,Casey County,nonmetro,619,619,790,790,866,866,1038,1038,1169,1169,1
KY,Kentucky,Christian County,metro,1090,1090,1094,1094,1346,1346,1871,1871,2258,2258,1
KY,Kentucky,Clark County,metro,883,883,1079,1079,1272,1272,1743,1743,1940,1940,1
KY,Kentucky,Clay County,nonmetro,662,662,759,759,866,866,1176,1176,1308,1308,1
KY,Kentucky,Clinton County,nonmetro,619,619,660,660,866,866,1041,1041,1209,1209,1
KY,Kentucky,Crittenden County,nonmetro,619,619,660,660,866,866,1038,1038,1209,1209,1
KY,Kentucky,Cumberland County,nonmetro,619,619,701,701,866,866,1204,1204,1209,1209,1
KY,Kentucky,Daviess County,metro,840,840,846,846,1110,1110,1466,1466,1470,1470,1
