state,state_name,county,metro,fmr_0br_median,fmr_0br_max,fmr_1br_median,fmr_1br_max,fmr_2br_median,fmr_2br_max,fmr_3br_median,fmr_3br_max,fmr_4br_median,fmr_4br_max,area_rows
TX,Texas,Callahan County,metro,1010,1010,1020,1020,1276,1276,1653,1653,1987,1987,1
TX,Texas,Cameron County,metro,773,773,866,866,1047,1047,1414,1414,1479,1479,1
TX,Texas,Camp County,nonmetro,749,749,754,754,973,973,1353,1353,1432,1432,1
TX,Texas,Carson County,metro,778,778,903,903,1106,1106,1503,1503,1742,1742,1
TX,Texas,Cass County,nonmetro,737,737,742,742,973,973,1328,1328,1432,1432,1
TX,Texas,Castro County,nonmetro,795,795,801,801,1050,1050,1259,1259,1545,1545,1
TX,Texas,Chambers County,metro,1280,1280,1323,1323,1573,1573,2116,2116,2639,2639,1
TX,Texas,Cherokee County,nonmetro,751,751,756,756,984,984,1362,1362,1448,1448,1
TX,Texas,Childress County,nonmetro,816,816,853,853,1049,1049,1409,1409,1543,1543,1
TX,Texas,Clay County,metro,831,831,925,925,1136,1136,1553,1553,1759,1759,1
TX,Texas,Cochran County,metro,681,681,820,820,973,973,1170,1170,1606,1606,1
TX,Texas,Coke County,nonmetro,737,737,742,742,973,973,1234,1234,1432,1432,1
TX,Texas,Coleman County,nonmetro,797,797,803,803,1053,1053,1263,1263,1549,1549,1
TX,Texas,Collin County,metro,1582,1582,1648,1648,1931,1931,2431,2431,3091,3091,1
TX,Texas,Collingsworth County,nonmetro,756,756,778,778,973,973,1266,1266,1432,1432,1
TX,Texas,Colorado County,nonmetro,892,892,917,917,1147,1147,1375,1375,1688,1688,1
TX,Texas,Comal County,metro,1077,1077,1177,1177,1426,1426,1830,1830,2132,2132,1
TX,Texas,Comanche County,nonmetro,737,737,742,742,973,973,1353,1353,1432,1432,1
TX,Texas,Concho County,nonmetro,896,896,922,922,1153,1153,1500,1500,1696,1696,1
TX,Texas,Cooke County,nonmetro,955,955,961,961,1261,1261,1552,1552,1719,1719,1
TX,Texas,Coryell County,metro,983,983,990,990,1233,1233,1711,1711,2068,2068,1
TX,Texas,Cottle County,nonmetro,789,789,811,811,1015,1015,1321,1321,1493,1493,1
TX,Texas,Crane County,nonmetro,762,762,783,783,980,980,1275,1275,1442,1442,1
TX,Texas,Crockett County,nonmetro,789,789,811,811,1015,1015,1321,1321,1493,1493,1
TX,Texas,Crosby County,metro,818,818,990,990,1175,1175,1634,1634,1940,1940,1
TX,Texas,Culberson County,nonmetro,789,789,811,811,1015,1015,1321,1321,1493,1493,1
TX,Texas,Dallam County,nonmetro,910,910,1067,1067,1170,1170,1558,1558,1721,1721,1
TX,Texas,Dallas County,metro,1582,1582,1648,1648,1931,1931,2431,2431,3091,3091,1
TX,Texas,Dawson County,nonmetro,818,818,823,823,1080,1080,1295,1295,1589,1589,1
TX,Texas,DeWitt County,nonmetro,887,887,912,912,1141,1141,1368,1368,1679,1679,1
TX,Texas,Deaf Smith County,nonmetro,738,738,855,855,1070,1070,1283,1283,1604,1604,1
TX,Texas,Delta County,nonmetro,756,756,808,808,973,973,1345,1345,1359,1359,1
TX,Texas,Denton County,metro,1582,1582,1648,1648,1931,1931,2431,2431,3091,3091,1
TX,Texas,Dickens County,nonmetro,756,756,778,778,973,973,1167,1167,1432,1432,1
TX,Texas,Dimmit County,nonmetro,756,756,888,888,973,973,1353,1353,1432,1432,1
TX,Texas,Donley County,nonmetro,756,756,778,778,973,973,1178,1178,1376,1376,1
TX,Texas,Duval County,nonmetro,789,789,811,811,1015,1015,1321,1321,1493,1493,1
TX,Texas,Eastland County,nonmetro,756,756,862,862,973,973,1353,1353,1632,1632,1
TX,Texas,Ector County,metro,1245,1245,1269,1269,1595,1595,1912,1912,2213,2213,1
TX,Texas,Edwards County,nonmetro,789,789,811,811,1015,1015,1321,1321,1493,1493,1
TX,Texas,El Paso County,metro,821,821,1013,1013,1191,1191,1633,1633,1998,1998,1
TX,Texas,Ellis County,metro,1582,1582,1648,1648,1931,1931,2431,2431,3091,3091,1
TX,Texas,Erath County,nonmetro,893,893,899,899,1179,1179,1640,1640,1913,1913,1
TX,Texas,Falls County,metro,671,671,742,742,973,973,1353,1353,1632,1632,1
TX,Texas,Fannin County,nonmetro,679,679,751,751,985,985,1370,1370,1652,1652,1
TX,Texas,Fayette County,nonmetro,771,771,882,882,1019,1019,1388,1388,1597,1597,1
TX,Texas,Fisher County,nonmetro,751,751,755,755,973,973,1167,1167,1432,1432,1
TX,Texas,Floyd County,nonmetro,737,737,742,742,973,973,1167,1167,1432,1432,1
TX,Texas,Foard County,nonmetro,745,745,750,750,973,973,1266,1266,1432,1432,1
TX,Texas,Fort Bend County,metro,1280,1280,1323,1323,1573,1573,2116,2116,2639,2639,1
TX,Texas,Franklin County,nonmetro,861,861,885,885,1107,1107,1327,1327,1629,1629,1
TX,Texas,Freestone County,nonmetro,737,737,742,742,973,973,1298,1298,1432,1432,1
TX,Texas,Frio County,nonmetro,846,846,870,870,1088,1088,1416,1416,1601,1601,1
TX,Texas,Gaines County,nonmetro,756,756,832,832,973,973,1167,1167,1432,1432,1
TX,Texas,Galveston County,metro,1280,1280,1323,1323,1573,1573,2116,2116,2639,2639,1
TX,Texas,Garza County,metro,681,681,820,820,973,973,1353,1353,1569,1569,1
TX,Texas,Gillespie County,nonmetro,1089,1089,1096,1096,1438,1438,1806,1806,2116,2116,1
TX,Texas,Glasscock County,nonmetro,789,789,811,811,1015,1015,1321,1321,1493,1493,1
TX,Texas,Goliad County,metro,1146,1146,1153,1153,1442,1442,1729,1729,1909,1909,1
TX,Texas,Gonzales County,nonmetro,671,671,742,742,973,973,1353,1353,1396,1396,1
TX,Texas,Gray County,nonmetro,785,785,790,790,1037,1037,1243,1243,1373,1373,1
TX,Texas,Grayson County,metro,1088,1088,1089,1089,1351,1351,1879,1879,2157,2157,1
TX,Texas,Gregg County,metro,1007,1007,1013,1013,1199,1199,1606,1606,1694,1694,1
TX,Texas,Grimes County,nonmetro,830,830,853,853,1067,1067,1287,1287,1570,1570,1
TX,Texas,Guadalupe County,metro,1077,1077,1177,1177,1426,1426,1830,1830,2132,2132,1
TX,Texas,Hale County,nonmetro,671,671,888,888,973,973,1304,1304,1477,1477,1
TX,Texas,Hall County,nonmetro,746,746,751,751,973,973,1353,1353,1432,1432,1
TX,Texas,Hamilton County,nonmetro,737,737,742,742,973,973,1309,1309,1432,1432,1
TX,Texas,Hansford County,nonmetro,843,843,848,848,1113,1113,1379,1379,1474,1474,1
TX,Texas,Hardeman County,nonmetro,737,737,742,742,973,973,1220,1220,1432,1432,1
TX,Texas,Hardin County,metro,892,892,898,898,1103,1103,1446,1446,1732,1732,1
TX,Texas,Harris County,metro,1280,1280,1323,1323,1573,1573,2116,2116,2639,2639,1
TX,Texas,Harrison County,metro,869,869,960,960,1260,1260,1511,1511,1668,1668,1
TX,Texas,Hartley County,nonmetro,878,878,902,902,1129,1129,1489,1489,1495,1495,1
TX,Texas,Haskell County,nonmetro,756,756,778,778,973,973,1353,1353,1550,1550,1
TX,Texas,Hays County,metro,1474,1474,1562,1562,1852,1852,2347,2347,2760,2760,1
TX,Texas,Hemphill County,nonmetro,756,756,778,778,973,973,1353,1353,1432,1432,1
TX,Texas,Henderson County,nonmetro,754,754,830,830,1009,1009,1328,1328,1494,1494,1
TX,Texas,Hidalgo County,metro,842,842,847,847,1060,1060,1376,1376,1522,1522,1
TX,Texas,Hill County,nonmetro,705,705,802,802,1023,1023,1397,1397,1716,1716,1
TX,Texas,Hockley County,metro,848,848,854,854,973,973,1353,1353,1632,1632,1
TX,Texas,Hood County,nonmetro,1098,1098,1237,1237,1412,1412,1693,1693,2196,2196,1
TX,Texas,Hopkins County,nonmetro,910,910,952,952,1115,1115,1471,1471,1476,1476,1
TX,Texas,Houston County,nonmetro,740,740,745,745,978,978,1204,1204,1295,1295,1
TX,Texas,Howard County,nonmetro,918,918,924,924,1173,1173,1406,1406,1726,1726,1
TX,Texas,Hudspeth County,metro,671,671,828,828,973,973,1167,1167,1632,1632,1
TX,Texas,Hunt County,metro,1582,1582,1648,1648,1931,1931,2431,2431,3091,3091,1
TX,Texas,Hutchinson County,nonmetro,737,737,742,742,973,973,1353,1353,1632,1632,1
TX,Texas,Irion County,metro,923,923,1049,1049,1339,1339,1821,1821,2043,2043,1
TX,Texas,Jack County,nonmetro,756,756,888,888,973,973,1353,1353,1432,1432,1
TX,Texas,Jackson County,nonmetro,822,822,940,940,1057,1057,1267,1267,1555,1555,1
TX,Texas,Jasper County,nonmetro,756,756,838,838,973,973,1221,1221,1432,1432,1
TX,Texas,Jeff Davis County,nonmetro,789,789,811,811,1015,1015,1321,1321,1493,1493,1
TX,Texas,Jefferson County,metro,892,892,898,898,1103,1103,1446,1446,1732,1732,1
TX,Texas,Jim Hogg County,nonmetro,756,756,778,778,973,973,1167,1167,1432,1432,1
TX,Texas,Jim Wells County,nonmetro,737,737,742,742,973,973,1289,1289,1432,1432,1
TX,Texas,Johnson County,metro,1427,1427,1473,1473,1723,1723,2273,2273,2815,2815,1
TX,Texas,Jones County,metro,1010,1010,1020,1020,1276,1276,1653,1653,1987,1987,1
TX,Texas,Karnes County,nonmetro,876,876,968,968,1270,1270,1523,1523,1869,1869,1
TX,Texas,Kaufman County,metro,1582,1582,1648,1648,1931,1931,2431,2431,3091,3091,1
TX,Texas,Kendall County,metro,1301,1301,1311,1311,1650,1650,2176,2176,2185,2185,1
TX,Texas,Kenedy County,nonmetro,789,789,811,811,1015,1015,1321,1321,1493,1493,1
TX,Texas,Kent County,nonmetro,789,789,811,811,1015,1015,1321,1321,1493,1493,1
TX,Texas,Kerr County,nonmetro,869,869,965,965,1118,1118,1475,1475,1523,1523,1
TX,Texas,Kimble County,nonmetro,737,737,742,742,973,973,1340,1340,1432,1432,1
TX,Texas,King County,nonmetro,789,789,811,811,1015,1015,1321,1321,1493,1493,1
TX,Texas,Kinney County,nonmetro,789,789,811,811,1015,1015,1321,1321,1493,1493,1
TX,Texas,Kleberg County,nonmetro,914,914,953,953,1238,1238,1484,1484,1822,1822,1
TX,Texas,Knox County,nonmetro,756,756,778,778,973,973,1266,1266,1432,1432,1
TX,Texas,La Salle County,nonmetro,789,789,811,811,1015,1015,1321,1321,1493,1493,1
TX,Texas,Lamar County,nonmetro,756,756,785,785,973,973,1294,1294,1329,1329,1
TX,Texas,Lamb County,nonmetro,737,737,742,742,973,973,1313,1313,1632,1632,1
TX,Texas,Lampasas County,metro,808,808,813,813,1067,1067,1475,1475,1790,1790,1
TX,Texas,Lavaca County,nonmetro,820,820,886,886,1055,1055,1265,1265,1770,1770,1
TX,Texas,Lee County,nonmetro,887,887,912,912,1141,1141,1430,1430,1540,1540,1
TX,Texas,Leon County,nonmetro,773,773,778,778,973,973,1283,1283,1288,1288,1
TX,Texas,Liberty County,metro,1280,1280,1323,1323,1573,1573,2116,2116,2639,2639,1
TX,Texas,Limestone County,nonmetro,737,737,742,742,973,973,1231,1231,1432,1432,1
TX,Texas,Lipscomb County,nonmetro,756,756,778,778,973,973,1270,1270,1432,1432,1
TX,Texas,Live Oak County,nonmetro,782,782,787,787,1033,1033,1314,1314,1547,1547,1
TX,Texas,Llano County,nonmetro,839,839,845,845,1097,1097,1526,1526,1665,1665,1
TX,Texas,Loving County,nonmetro,789,789,811,811,1015,1015,1321,1321,1493,1493,1
TX,Texas,Lubbock County,metro,818,818,990,990,1175,1175,1634,1634,1940,1940,1
TX,Texas,Lynn County,metro,705,705,767,767,1007,1007,1207,1207,1465,1465,1
TX,Texas,Madison County,nonmetro,737,737,742,742,973,973,1353,1353,1432,1432,1
TX,Texas,Marion County,nonmetro,756,756,778,778,973,973,1238,1238,1432,1432,1
TX,Texas,Martin County,metro,1422,1422,1441,1441,1772,1772,2215,2215,2722,2722,1
TX,Texas,Mason County,nonmetro,796,796,819,819,1024,1024,1333,1333,1507,1507,1
TX,Texas,Matagorda County,nonmetro,912,912,960,960,1173,1173,1498,1498,1911,1911,1
TX,Texas,Maverick County,metro,814,814,888,888,973,973,1337,1337,1499,1499,1
TX,Texas,McCulloch County,nonmetro,812,812,863,863,1045,1045,1360,1360,1538,1538,1
TX,Texas,McLennan County,metro,850,850,996,996,1240,1240,1599,1599,1644,1644,1
TX,Texas,McMullen County,nonmetro,789,789,811,811,1015,1015,1321,1321,1493,1493,1
TX,Texas,Medina County,metro,905,905,912,912,1196,1196,1578,1578,1584,1584,1
TX,Texas,Menard County,nonmetro,756,756,778,778,973,973,1353,1353,1432,1432,1
TX,Texas,Midland County,metro,1424,1424,1449,1449,1780,1780,2286,2286,2667,2667,1
TX,Texas,Milam County,nonmetro,785,785,790,790,1037,1037,1302,1302,1626,1626,1
TX,Texas,Mills County,nonmetro,756,756,888,888,973,973,1353,1353,1432,1432,1
TX,Texas,Mitchell County,nonmetro,826,826,831,831,1091,1091,1420,1420,1605,1605,1
TX,Texas,Montague County,nonmetro,820,820,856,856,1055,1055,1467,1467,1552,1552,1
TX,Texas,Montgomery County,metro,1280,1280,1323,1323,1573,1573,2116,2116,2639,2639,1
TX,Texas,Moore County,nonmetro,786,786,791,791,1038,1038,1305,1305,1527,1527,1
TX,Texas,Morris County,nonmetro,756,756,778,778,973,973,1254,1254,1632,1632,1
TX,Texas,Motley County,nonmetro,756,756,778,778,973,973,1167,1167,1432,1432,1
TX,Texas,Nacogdoches County,nonmetro,850,850,893,893,1067,1067,1279,1279,1696,1696,1
TX,Texas,Navarro County,nonmetro,775,775,863,863,1055,1055,1467,1467,1552,1552,1
TX,Texas,Newton County,nonmetro,756,756,778,778,973,973,1353,1353,1594,1594,1
TX,Texas,Nolan County,nonmetro,774,774,810,810,995,995,1384,1384,1669,1669,1
TX,Texas,Nueces County,metro,1031,1031,1117,1117,1366,1366,1796,1796,2054,2054,1
TX,Texas,Ochiltree County,nonmetro,776,776,798,798,998,998,1280,1280,1468,1468,1
TX,Texas,Oldham County,metro,774,774,899,899,1101,1101,1499,1499,1734,1734,1
TX,Texas,Orange County,metro,892,892,898,898,1103,1103,1446,1446,1732,1732,1
TX,Texas,Palo Pinto County,nonmetro,820,820,825,825,1068,1068,1397,1397,1792,1792,1
TX,Texas,Panola County,nonmetro,753,753,758,758,995,995,1235,1235,1434,1434,1
TX,Texas,Parker County,metro,1427,1427,1473,1473,1723,1723,2273,2273,2815,2815,1
TX,Texas,Parmer County,nonmetro,823,823,828,828,1087,1087,1303,1303,1698,1698,1
TX,Texas,Pecos County,nonmetro,756,756,888,888,973,973,1353,1353,1432,1432,1
TX,Texas,Polk County,nonmetro,849,849,855,855,1122,1122,1345,1345,1651,1651,1
TX,Texas,Potter County,metro,778,778,903,903,1106,1106,1503,1503,1742,1742,1
TX,Texas,Presidio County,nonmetro,789,789,811,811,1015,1015,1321,1321,1493,1493,1
TX,Texas,Rains County,nonmetro,756,756,888,888,973,973,1353,1353,1632,1632,1
TX,Texas,Randall County,metro,778,778,903,903,1106,1106,1503,1503,1742,1742,1
TX,Texas,Reagan County,nonmetro,789,789,811,811,1015,1015,1321,1321,1493,1493,1
TX,Texas,Real County,nonmetro,812,812,953,953,1045,1045,1360,1360,1538,1538,1
TX,Texas,Red River County,nonmetro,671,671,778,778,973,973,1353,1353,1632,1632,1
TX,Texas,Reeves County,nonmetro,842,842,988,988,1083,1083,1299,1299,1593,1593,1
TX,Texas,Refugio County,nonmetro,756,756,778,778,973,973,1353,1353,1432,1432,1
TX,Texas,Roberts County,nonmetro,789,789,811,811,1015,1015,1321,1321,1493,1493,1
TX,Texas,Robertson County,metro,1025,1025,1082,1082,1186,1186,1649,1649,1928,1928,1
TX,Texas,Rockwall County,metro,1582,1582,1648,1648,1931,1931,2431,2431,3091,3091,1
TX,Texas,Runnels County,nonmetro,809,809,815,815,1069,1069,1282,1282,1573,1573,1
TX,Texas,Rusk County,metro,890,890,895,895,1175,1175,1451,1451,1606,1606,1
TX,Texas,Sabine County,nonmetro,737,737,742,742,973,973,1167,1167,1432,1432,1
TX,Texas,San Augustine County,nonmetro,789,789,811,811,1015,1015,1321,1321,1493,1493,1
TX,Texas,San Jacinto County,metro,935,935,1048,1048,1149,1149,1536,1536,1928,1928,1
TX,Texas,San Patricio County,metro,1031,1031,1117,1117,1366,1366,1796,1796,2054,2054,1
TX,Texas,San Saba County,nonmetro,781,781,786,786,1031,1031,1288,1288,1517,1517,1
TX,Texas,Schleicher County,nonmetro,756,756,778,778,973,973,1266,1266,1432,1432,1
TX,Texas,Scurry County,nonmetro,862,862,1012,1012,1109,1109,1528,1528,1588,1588,1
TX,Texas,Shackelford County,nonmetro,756,756,778,778,973,973,1266,1266,1432,1432,1
TX,Texas,Shelby County,nonmetro,756,756,888,888,973,973,1353,1353,1439,1439,1
TX,Texas,Sherman County,nonmetro,756,756,778,778,973,973,1266,1266,1432,1432,1
TX,Texas,Smith County,metro,984,984,1089,1089,1338,1338,1793,1793,1981,1981,1
TX,Texas,Somervell County,nonmetro,789,789,811,811,1015,1015,1321,1321,1493,1493,1
TX,Texas,Starr County,nonmetro,737,737,742,742,973,973,1353,1353,1490,1490,1
TX,Texas,Stephens County,nonmetro,789,789,811,811,1015,1015,1321,1321,1493,1493,1
TX,Texas,Sterling County,nonmetro,789,789,899,899,1133,1133,1519,1519,1871,1871,1
TX,Texas,Stonewall County,nonmetro,789,789,811,811,1015,1015,1321,1321,1493,1493,1
TX,Texas,Sutton County,nonmetro,737,737,742,742,973,973,1214,1214,1432,1432,1
TX,Texas,Swisher County,nonmetro,756,756,783,783,973,973,1353,1353,1432,1432,1
TX,Texas,Tarrant County,metro,1427,1427,1473,1473,1723,1723,2273,2273,2815,2815,1
TX,Texas,Taylor County,metro,1010,1010,1020,1020,1276,1276,1653,1653,1987,1987,1
TX,Texas,Terrell County,nonmetro,789,789,811,811,1015,1015,1321,1321,1493,1493,1
TX,Texas,Terry County,nonmetro,756,756,778,778,973,973,1266,1266,1432,1432,1
TX,Texas,Throckmorton County,nonmetro,767,767,788,788,986,986,1182,1182,1451,1451,1
TX,Texas,Titus County,nonmetro,774,774,779,779,973,973,1263,1263,1288,1288,1
TX,Texas,Tom Green County,metro,923,923,1049,1049,1339,1339,1821,1821,2043,2043,1
TX,Texas,Travis County,metro,1474,1474,1562,1562,1852,1852,2347,2347,2760,2760,1
TX,Texas,Trinity County,nonmetro,785,785,818,818,1010,1010,1211,1211,1486,1486,1
TX,Texas,Tyler County,nonmetro,787,787,793,793,1040,1040,1247,1247,1604,1604,1
TX,Texas,Upshur County,metro,1007,1007,1013,1013,1199,1199,1606,1606,1694,1694,1
TX,Texas,Upton County,nonmetro,789,789,811,811,1015,1015,1321,1321,1493,1493,1
TX,Texas,Uvalde County,nonmetro,850,850,856,856,1123,1123,1488,1488,1751,1751,1
TX,Texas,Val Verde County,nonmetro,857,857,863,863,1064,1064,1450,1450,1455,1455,1
TX,Texas,Van Zandt County,nonmetro,839,839,844,844,1108,1108,1458,1458,1467,1467,1
TX,Texas,Victoria County,metro,1146,1146,1153,1153,1442,1442,1729,1729,1909,1909,1
TX,Texas,Walker County,nonmetro,857,857,1097,1097,1210,1210,1602,1602,1780,1780,1
TX,Texas,Waller County,metro,1280,1280,1323,1323,1573,1573,2116,2116,2639,2639,1
TX,Texas,Ward County,nonmetro,945,945,963,963,1215,1215,1576,1576,1788,1788,1
TX,Texas,Washington County,nonmetro,991,991,998,998,1309,1309,1692,1692,1733,1733,1
TX,Texas,Webb County,metro,956,956,962,962,1161,1161,1499,1499,1551,1551,1
TX,Texas,Wharton County,nonmetro,758,758,838,838,1100,1100,1500,1500,1718,1718,1
TX,Texas,Wheeler County,nonmetro,784,784,806,806,1008,1008,1209,1209,1483,1483,1
TX,Texas,Wichita County,metro,831,831,925,925,1136,1136,1553,1553,1759,1759,1
TX,Texas,Wilbarger County,nonmetro,752,752,757,757,993,993,1191,1191,1512,1512,1
TX,Texas,Willacy County,nonmetro,737,737,742,742,973,973,1353,1353,1432,1432,1
TX,Texas,Williamson County,metro,1474,1474,1562,1562,1852,1852,2347,2347,2760,2760,1
TX,Texas,Wilson County,metro,1077,1077,1177,1177,1426,1426,1830,1830,2132,2132,1
TX,Texas,Winkler County,nonmetro,760,760,782,782,978,978,1173,1173,1439,1439,1
TX,Texas,Wise County,metro,912,912,918,918,1205,1205,1676,1676,2021,2021,1
TX,Texas,Wood County,nonmetro,705,705,814,814,1022,1022,1260,1260,1398,1398,1
TX,Texas,Yoakum County,nonmetro,922,922,1082,1082,1186,1186,1422,1422,1745,1745,1
TX,Texas,Young County,nonmetro,756,756,761,761,998,998,1388,1388,1468,1468,1
TX,Texas,Zapata County,nonmetro,747,747,751,751,973,973,1167,1167,1432,1432,1
TX,Texas,Zavala County,nonmetro,756,756,778,778,973,973,1353,1353,1432,1432,1
UT,Utah,Beaver County,nonmetro,867,867,988,988,1186,1186,1466,1466,1635,1635,1
UT,Utah,Box Elder County,nonmetro,771,771,983,983,1118,1118,1555,1555,1875,1875,1
UT,Utah,Cache County,metro,940,940,946,946,1241,1241,1726,1726,2082,2082,1
UT,Utah,Carbon County,nonmetro,761,761,857,857,1041,1041,1323,1323,1628,1628,1
UT,Utah,Daggett County,nonmetro,843,843,960,960,1153,1153,1569,1569,1934,1934,1
UT,Utah,Davis County,metro,1208,1208,1281,1281,1614,1614,2163,2163,2612,2612,1
UT,Utah,Duchesne County,nonmetro,825,825,940,940,1129,1129,1481,1481,1571,1571,1
UT,Utah,Emery County,nonmetro,711,711,888,888,973,973,1310,1310,1632,1632,1
UT,Utah,Garfield County,nonmetro,719,719,898,898,984,984,1211,1211,1651,1651,1
UT,Utah,Grand County,nonmetro,1143,1143,1303,1303,1564,1564,2128,2128,2624,2624,1
UT,Utah,Iron County,nonmetro,819,819,888,888,1120,1120,1558,1558,1879,1879,1
UT,Utah,Juab County,metro,1257,1257,1265,1265,1460,1460,2031,2031,2449,2449,1
UT,Utah,Kane County,nonmetro,1213,1213,1265,1265,1660,1660,1990,1990,2785,2785,1
UT,Utah,Millard County,nonmetro,821,821,857,857,1124,1124,1550,1550,1555,1555,1
UT,Utah,Morgan County,metro,1208,1208,1281,1281,1614,1614,2163,2163,2612,2612,1
UT,Utah,Piute County,nonmetro,843,843,960,960,1153,1153,1569,1569,1934,1934,1
UT,Utah,Rich County,nonmetro,711,711,810,810,973,973,1299,1299,1632,1632,1
UT,Utah,Salt Lake County,metro,1259,1259,1456,1456,1747,1747,2333,2333,2666,2666,1
UT,Utah,San Juan County,nonmetro,836,836,872,872,1144,1144,1372,1372,1626,1626,1
UT,Utah,Sanpete County,nonmetro,863,863,900,900,1181,1181,1441,1441,1564,1564,1
UT,Utah,Sevier County,nonmetro,748,748,945,945,1085,1085,1440,1440,1547,1547,1
UT,Utah,Summit County,nonmetro,1771,1771,1887,1887,2185,2185,2958,2958,3492,3492,1
UT,Utah,Tooele County,metro,902,902,946,946,1241,1241,1667,1667,2082,2082,1
UT,Utah,Uintah County,nonmetro,754,754,846,846,1032,1032,1406,1406,1731,1731,1
UT,Utah,Utah County,metro,1257,1257,1265,1265,1460,1460,2031,2031,2449,2449,1
UT,Utah,Wasatch County,nonmetro,1277,1277,1594,1594,1747,1747,2430,2430,2931,2931,1
UT,Utah,Washington County,metro,1210,1210,1218,1218,1575,1575,2072,2072,2624,2624,1
UT,Utah,Wayne County,nonmetro,711,711,810,810,973,973,1228,1228,1632,1632,1
UT,Utah,Weber County,metro,1208,1208,1281,1281,1614,1614,2163,2163,2612,2612,1
VA,Virginia,Accomack County,nonmetro,740,740,856,856,1054,1054,1367,1367,1549,1549,1
VA,Virginia,Albemarle County,metro,1421,1421,1602,1602,1824,1824,2218,2218,2731,2731,1
VA,Virginia,Alexandria city,metro,1953,1953,2015,2015,2246,2246,2835,2835,3332,3332,1
VA,Virginia,Alleghany County,nonmetro,773,773,778,778,914,914,1259,1259,1358,1358,1
VA,Virginia,Amelia County,metro,1442,1442,1507,1507,1655,1655,2072,2072,2553,2553,1
VA,Virginia,Amherst County,metro,1027,1027,1033,1033,1187,1187,1635,1635,1750,1750,1
VA,Virginia,Appomattox County,metro,1027,1027,1033,1033,1187,1187,1635,1635,1750,1750,1
VA,Virginia,Arlington County,metro,1953,1953,2015,2015,2246,2246,2835,2835,3332,3332,1
VA,Virginia,Augusta County,metro,1088,1088,1095,1095,1261,1261,1734,1734,1941,1941,1
VA,Virginia,Bath County,nonmetro,796,796,801,801,977,977,1171,1171,1528,1528,1
VA,Virginia,Bedford County,metro,1027,1027,1033,1033,1187,1187,1635,1635,1750,1750,1
VA,Virginia,Bland County,nonmetro,745,745,749,749,914,914,1271,1271,1429,1429,1
VA,Virginia,Botetourt County,metro,1004,1004,1053,1053,1254,1254,1743,1743,2104,2104,1
VA,Virginia,Bristol city,metro,720,720,818,818,1044,1044,1338,1338,1464,1464,1
VA,Virginia,Brunswick County,nonmetro,745,745,749,749,914,914,1271,1271,1389,1389,1
VA,Virginia,Buchanan County,nonmetro,792,792,834,834,914,914,1271,1271,1494,1494,1
VA,Virginia,Buckingham County,nonmetro,830,830,875,875,959,959,1266,1266,1419,1419,1
VA,Virginia,Buena Vista city,nonmetro,870,870,917,917,1005,1005,1398,1398,1686,1686,1
VA,Virginia,Campbell County,metro,1027,1027,1033,1033,1187,1187,1635,1635,1750,1750,1
VA,Virginia,Caroline County,nonmetro,859,859,1021,1021,1246,1246,1733,1733,2090,2090,1
VA,Virginia,Carroll County,nonmetro,765,765,770,770,914,914,1271,1271,1481,1481,1
VA,Virginia,Charles City County,metro,1442,1442,1507,1507,1655,1655,2072,2072,2553,2553,1
VA,Virginia,Charlotte County,nonmetro,692,692,697,697,914,914,1146,1146,1533,1533,1
VA,Virginia,Charlottesville city,metro,1421,1421,1602,1602,1824,1824,2218,2218,2731,2731,1
VA,Virginia,Chesapeake city,metro,1492,1492,1512,1512,1713,1713,2376,2376,2797,2797,1
VA,Virginia,Chesterfield County,metro,1442,1442,1507,1507,1655,1655,2072,2072,2553,2553,1
VA,Virginia,Clarke County,metro,1953,1953,2015,2015,2246,2246,2835,2835,3332,3332,1
VA,Virginia,Colonial Heights city,metro,1442,1442,1507,1507,1655,1655,2072,2072,2553,2553,1
VA,Virginia,Covington city,nonmetro,773,773,778,778,914,914,1259,1259,1358,1358,1
VA,Virginia,Craig County,metro,1004,1004,1053,1053,1254,1254,1743,1743,2104,2104,1
VA,Virginia,Culpeper County,metro,1149,1149,1170,1170,1423,1423,1978,1978,2007,2007,1
VA,Virginia,Cumberland County,nonmetro,812,812,817,817,997,997,1195,1195,1673,1673,1
VA,Virginia,Danville city,nonmetro,630,630,738,738,914,914,1263,1263,1415,1415,1
VA,Virginia,Dickenson County,nonmetro,745,745,749,749,914,914,1096,1096,1346,1346,1
VA,Virginia,Dinwiddie County,metro,1442,1442,1507,1507,1655,1655,2072,2072,2553,2553,1
VA,Virginia,Emporia city,nonmetro,764,764,769,769,1001,1001,1392,1392,1679,1679,1
VA,Virginia,Essex County,nonmetro,907,907,912,912,1113,1113,1341,1341,1556,1556,1
VA,Virginia,Fairfax County,metro,1953,1953,2015,2015,2246,2246,2835,2835,3332,3332,1
VA,Virginia,Fairfax city,metro,1953,1953,2015,2015,2246,2246,2835,2835,3332,3332,1
VA,Virginia,Falls Church city,metro,1953,1953,2015,2015,2246,2246,2835,2835,3332,3332,1
VA,Virginia,Fauquier County,metro,1953,1953,2015,2015,2246,2246,2835,2835,3332,3332,1
VA,Virginia,Floyd County,metro,830,830,834,834,1094,1094,1312,1312,1448,1448,1
VA,Virginia,Fluvanna County,metro,1421,1421,1602,1602,1824,1824,2218,2218,2731,2731,1
VA,Virginia,Franklin County,metro,771,771,861,861,944,944,1313,1313,1584,1584,1
